,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
833,1708,Patel Naineshkumar Umedbhai ,Gujarat,Anand,M,33,IND,1472879.0,65.92,0.11,1068
834,1709,Padhiyar Vikramsinh (Vakil) ,Gujarat,Anand,M,39,RSPK,1472879.0,65.92,0.09,873
835,1710,Chaudhary Haribhai Parthibhai ,Gujarat,Banaskantha,M,59,BJP,1500568.0,59.09,57.28,507893
836,1711,Patel Joitabhai Kasnabhai ,Gujarat,Banaskantha,M,72,INC,1500568.0,59.09,34.46,305551
837,1712,Mahant Parsotamgiri Turantgiri ,Gujarat,Banaskantha,M,43,BSP,1500568.0,59.09,1.26,11172
838,1713,Babaji Thakor ,Gujarat,Banaskantha,M,64,IND,1500568.0,59.09,1.23,10906
839,1714,Solanki Saybabhai Nanabhai ,Gujarat,Banaskantha,M,52,IND,1500568.0,59.09,0.81,7182
840,1715,Sanjaykumar Somnathbhai Raval ,Gujarat,Banaskantha,M,48,AAP,1500568.0,59.09,0.74,6561
841,1716,Solanki Dineshkumar Aljibhai ,Gujarat,Banaskantha,M,38,IND,1500568.0,59.09,0.61,5408
842,1717,Mahendrabhai Kesarabhai Bumbadia ,Gujarat,Banaskantha,M,63,IND,1500568.0,59.09,0.37,3280
843,1718,Shrimali Ashokbhai Balchndbhai ,Gujarat,Banaskantha,M,44,IND,1500568.0,59.09,0.29,2571
844,1719,Dabhi Navajibhai Madhabhai ,Gujarat,Banaskantha,M,58,IND,1500568.0,59.09,0.24,2128
845,1720,Madhu Nirupaben Natvarlal ,Gujarat,Banaskantha,M,40,IND,1500568.0,59.09,0.23,2039
846,1721,Choudhary Adambhai Nasirbhai ,Gujarat,Banaskantha,M,47,SP,1500568.0,59.09,0.23,2039
847,1722,Thakor Bhupataji Ravaji ,Gujarat,Banaskantha,M,60,IND,1500568.0,59.09,0.2,1773
848,1723,Gamar Vadhabhai Radhabhai ,Gujarat,Banaskantha,M,47,IND,1500568.0,59.09,0.09,798
849,1724,Vasava Parbhubhai Nagarbhai ,Gujarat,Bardoli,M,44,BJP,1589457.0,75.89,51.63,622781
850,1725,Chaudhari Tusharbhai Amarsinhbhai ,Gujarat,Bardoli,M,48,INC,1589457.0,75.89,41.36,498900
851,1726,Chaudhari Revaben Shankarbhai ,Gujarat,Bardoli,F,55,CPI,1589457.0,75.89,1.1,13268
852,1727,Gamit Movaliyabhai Nopariyabhai ,Gujarat,Bardoli,M,72,BSP,1589457.0,75.89,0.96,11579
853,1728,Chaudhari Chandubhai Machalabhai ,Gujarat,Bardoli,M,60,AAP,1589457.0,75.89,0.9,10856
854,1729,Rathod Rameshbhai Bhikhabhai ,Gujarat,Bardoli,M,49,IND,1589457.0,75.89,0.71,8564
855,1730,Jagatsinh Laljibhai Vasava ,Gujarat,Bardoli,M,61,JD(U),1589457.0,75.89,0.61,7358
856,1731,Gamit Surendrabhai Simabhai ,Gujarat,Bardoli,M,42,IND,1589457.0,75.89,0.44,5307
857,1732,Bhailalbhai Chhanabhai Rathod ,Gujarat,Bardoli,M,41,ADSP,1589457.0,75.89,0.44,5307
858,1733,Chaudhari Reniyabhai Shankarbhai ,Gujarat,Bardoli,M,58,HND,1589457.0,75.89,0.18,2171
859,1734,Vasava Mansukhbhai Dhanjibhai ,Gujarat,Bharuch,M,56,BJP,1392669.0,76.13,51.77,548885
860,1735,Patel Jayeshbhai Ambalalbhai (Jayesh Kaka) ,Gujarat,Bharuch,M,57,INC,1392669.0,76.13,37.32,395681
861,1736,Anilkumar Chhitubhai Bhagat ,Gujarat,Bharuch,M,49,JD(U),1392669.0,76.13,4.65,49301
862,1737,Sindhi Mayyudeen Umarbhai ,Gujarat,Bharuch,M,54,IND,1392669.0,76.13,0.93,9860
863,1738,Sukhramsingh ,Gujarat,Bharuch,M,74,BSP,1392669.0,76.13,0.69,7315
864,1739,Shaileshkumar Maganbhai Parmar ,Gujarat,Bharuch,M,32,IND,1392669.0,76.13,0.48,5089
865,1740,Jayendrasinh Rana ,Gujarat,Bharuch,M,46,AAP,1392669.0,76.13,0.45,4771
866,1741,Virsangbhai Parbatbhai Gohil ,Gujarat,Bharuch,M,49,IND,1392669.0,76.13,0.32,3392
867,1742,Bhura Shabbirbhai Valibhai ,Gujarat,Bharuch,M,56,IND,1392669.0,76.13,0.25,2650
868,1743,Nitin Ishwarlal Vakil (Advocate) ,Gujarat,Bharuch,M,43,IND,1392669.0,76.13,0.25,2650
869,1744,Rafikbhai Suleman Sapa ,Gujarat,Bharuch,M,51,IND,1392669.0,76.13,0.25,2650
870,1745,Anandkumar Sarvarsinh Vasava ,Gujarat,Bharuch,M,32,IND,1392669.0,76.13,0.17,1802
871,1746,Saiyad Mohsin Bapu Nanumiyawala ,Gujarat,Bharuch,M,53,BHMP,1392669.0,76.13,0.13,1378
872,1747,Sayyed Asif Zafar Ali ,Gujarat,Bharuch,M,29,ADP,1392669.0,76.13,0.1,1060
873,1748,Dr. Bharatiben Dhirubhai Shiyal ,Gujarat,Bhavnagar,M,50,BJP,1574118.0,58.28,59.9,549520
874,1749,Rathod Pravinbhai Jinabhai ,Gujarat,Bhavnagar,M,43,INC,1574118.0,58.28,27.69,254026
875,1750,Dr. Kanubhai V. Kalsaria ,Gujarat,Bhavnagar,M,60,AAP,1574118.0,58.28,5.4,49539
876,1751,Gita Chetan Paunda (Advocate Gitaba Jadeja) ,Gujarat,Bhavnagar,F,39,BSP,1574118.0,58.28,1.02,9357
877,1752,Vaghela Narendrabhai Shavjibhai ,Gujarat,Bhavnagar,M,35,IND,1574118.0,58.28,0.99,9082
878,1753,Vegad Nathabhai (Vegadbhai Pragnachakshu Candidate) ,Gujarat,Bhavnagar,M,43,IND,1574118.0,58.28,0.82,7522
879,1754,Bhaves Ghanshyambhai Rajyaguru ,Gujarat,Bhavnagar,M,42,IND,1574118.0,58.28,0.64,5871
880,1755,Rathod Pravinsinh Chandrasinh ,Gujarat,Bhavnagar,M,27,IND,1574118.0,58.28,0.6,5504
881,1756,Kagada Rameshbhai Punabhai ,Gujarat,Bhavnagar,M,36,IND,1574118.0,58.28,0.39,3577
882,1757,Rasidkhan Hasankhan Pathan ,Gujarat,Bhavnagar,M,47,IND,1574118.0,58.28,0.3,2752
883,1758,Gohil Pravinsinh Dhirubha ,Gujarat,Bhavnagar,M,52,IND,1574118.0,58.28,0.25,2293
884,1759,Maru Manhar Valajibhai ,Gujarat,Bhavnagar,M,34,IND,1574118.0,58.28,0.25,2293
885,1760,Mehta Yashvantray Odhavjibhai ,Gujarat,Bhavnagar,M,77,IND,1574118.0,58.28,0.2,1834
886,1761,Gohel Bharatbhai Bhimabhai ,Gujarat,Bhavnagar,M,44,IND,1574118.0,58.28,0.19,1743
887,1762,Jagadishbhai Amarabhai Vegad ,Gujarat,Bhavnagar,M,34,IND,1574118.0,58.28,0.17,1559
888,1763,Khadrani Asimbhai Pirbhai ,Gujarat,Bhavnagar,M,39,IND,1574118.0,58.28,0.15,1376
889,1764,Ramsinh Rathwa ,Gujarat,Chhota Udaipur,M,62,BJP,1516766.0,72.56,55.24,607952
890,1765,Naranbhai Jemalabhai Rathva ,Gujarat,Chhota Udaipur,M,60,INC,1516766.0,72.56,38.91,428230
891,1766,Prof. Arjunbhai Versingbhai Rathva ,Gujarat,Chhota Udaipur,M,40,AAP,1516766.0,72.56,2.1,23111
892,1767,Vasava Prafulbhai Devjibhai ,Gujarat,Chhota Udaipur,M,30,JD(U),1516766.0,72.56,1.14,12546
893,1768,Jasvantsinh Sumanbhai Bhabhor ,Gujarat,Dahod,M,47,BJP,1398851.0,64.37,56.77,511180
894,1769,Taviyad Dr. Prabhaben Kishorsinh ,Gujarat,Dahod,M,59,INC,1398851.0,64.37,31.18,280757
895,1770,Katara Singajibhai Jaljibhai ,Gujarat,Dahod,M,67,CPI(M),1398851.0,64.37,3.22,28994
896,1771,Bhura Navalabhai Manabhai ,Gujarat,Dahod,M,42,IND,1398851.0,64.37,1.25,11255
897,1772,Bamaniya Jyotishkumar Bapubhai ,Gujarat,Dahod,M,40,BSP,1398851.0,64.37,1.25,11255
898,1773,Kumari Induben Nathubhai Sangada ,Gujarat,Dahod,F,43,IND,1398851.0,64.37,0.76,6843
899,1774,Meda Jagdishbhai Manilal ,Gujarat,Dahod,M,34,BNJD,1398851.0,64.37,0.56,5042
900,1775,K.C.Munia Advocate ,Gujarat,Dahod,M,66,AAP,1398851.0,64.37,0.54,4862
901,1776,Bhabhor Mavjibhai Titubhai ,Gujarat,Dahod,M,63,SP,1398851.0,64.37,0.46,4142
902,1777,Ramsingbhai Nanjibhai Kalara ,Gujarat,Dahod,M,42,JD(U),1398851.0,64.37,0.43,3871
903,1778,L.K.Advani ,Gujarat,Gandhinagar,M,86,BJP,1685734.0,67.36,68.12,773509
904,1779,Kiritbhai Ishvarbhai Patel ,Gujarat,Gandhinagar,M,56,INC,1685734.0,67.36,25.58,290463
905,1780,Rituraj Mehta ,Gujarat,Gandhinagar,M,47,AAP,1685734.0,67.36,1.76,19984
906,1781,Rahul Chimanbhai Mehta ,Gujarat,Gandhinagar,M,45,IND,1685734.0,67.36,0.86,9765
907,1782,Vaghela Kishorsinh Mahobatsinh ,Gujarat,Gandhinagar,M,49,IND,1685734.0,67.36,0.59,6699
908,1783,Niranjan Ghosh ,Gujarat,Gandhinagar,M,63,BSP,1685734.0,67.36,0.53,6018
909,1784,M. K. Shah ,Gujarat,Gandhinagar,M,37,IND,1685734.0,67.36,0.33,3747
910,1785,Raj Prajapati ,Gujarat,Gandhinagar,M,43,IND,1685734.0,67.36,0.28,3179
911,1786,Ajmalbhai Ramabhai Vaniya ,Gujarat,Gandhinagar,M,63,BHMP,1685734.0,67.36,0.14,1589
912,1787,Brahmbhatt Sanjaybhai Amarkumar ,Gujarat,Gandhinagar,M,43,IND,1685734.0,67.36,0.13,1476
913,1788,Birjusinh Motisinh Kshatriya ,Gujarat,Gandhinagar,M,33,IND,1685734.0,67.36,0.09,1021
914,1789,Pagi Ganpatbhai Mavjibhai ,Gujarat,Gandhinagar,M,46,IND,1685734.0,67.36,0.08,908
915,1790,Thakor Ravaji Juhaji ,Gujarat,Gandhinagar,M,46,VHS,1685734.0,67.36,0.07,794
916,1791,Desai Khodabhai Laljibhai ,Gujarat,Gandhinagar,M,47,IND,1685734.0,67.36,0.07,794
917,1792,Dipikaben Sutariya ,Gujarat,Gandhinagar,F,45,IND,1685734.0,67.36,0.06,681
918,1793,Manoj J. Nayak ,Gujarat,Gandhinagar,M,34,LSWP,1685734.0,67.36,0.06,681
919,1794,Thakor Chandrasinh Javansinh ,Gujarat,Gandhinagar,M,50,IND,1685734.0,67.36,0.06,681
920,1795,Patel Piyushkumar Dashrathlal ,Gujarat,Gandhinagar,M,26,NYP,1685734.0,67.36,0.06,681
921,1796,Poonamben Hematbhai Maadam ,Gujarat,Jamnagar,F,39,BJP,1439064.0,59.25,56.81,484387
922,1797,Ahir Vikrambhai Arjanbhai Madam ,Gujarat,Jamnagar,M,56,INC,1439064.0,59.25,36.25,309083
923,1798,Mamad Haji Bolim ,Gujarat,Jamnagar,M,40,IND,1439064.0,59.25,1.01,8611
924,1799,Sama Yusuf ,Gujarat,Jamnagar,M,46,BSP,1439064.0,59.25,0.97,8270
925,1800,Meman Rafik Abubakar Popatputra ,Gujarat,Jamnagar,M,59,IND,1439064.0,59.25,0.68,5797
926,1801,Jhala Rajendrasinh ,Gujarat,Jamnagar,M,62,AAP,1439064.0,59.25,0.58,4945
927,1802,Vagher Ali Ishak Palani ,Gujarat,Jamnagar,M,32,IND,1439064.0,59.25,0.46,3922
928,1803,Bathwar Nanjibhai ,Gujarat,Jamnagar,M,51,IND,1439064.0,59.25,0.43,3666
929,1804,Nariya Pravinbhai Vallabhbhai ,Gujarat,Jamnagar,M,47,IND,1439064.0,59.25,0.21,1790
930,1805,Pandya Chiragbhai Hariombhai ,Gujarat,Jamnagar,M,40,IND,1439064.0,59.25,0.18,1534
931,1806,Sandhi Mamadbhai Hajibhai Safia ,Gujarat,Jamnagar,M,53,IND,1439064.0,59.25,0.16,1364
932,1807,Darjada Kasambhai Noormamadbhai ,Gujarat,Jamnagar,M,57,RKEP,1439064.0,59.25,0.15,1278
933,1808,Vagher Javidbhai Osmanbhai Nole ,Gujarat,Jamnagar,M,27,IND,1439064.0,59.25,0.15,1278
934,1809,Padhiyar Laljibhai Karabhai ,Gujarat,Jamnagar,M,73,IND,1439064.0,59.25,0.14,1193
935,1810,Dharaviya Vallabhbhai ,Gujarat,Jamnagar,M,45,IND,1439064.0,59.25,0.12,1023
936,1811,Saiyad Abubakar Ibrahim ,Gujarat,Jamnagar,M,42,SP,1439064.0,59.25,0.11,937
937,1812,Sodha Salimbhai Nurmamadbhai ,Gujarat,Jamnagar,M,50,IND,1439064.0,59.25,0.1,852
938,1813,Chandravijaysinh Takhubha Rana ,Gujarat,Jamnagar,M,61,IND,1439064.0,59.25,0.1,852
939,1814,Sachada Habib Ishabhai ,Gujarat,Jamnagar,M,57,IND,1439064.0,59.25,0.1,852
940,1815,Vaniya Gangajibhai ,Gujarat,Jamnagar,M,49,IND,1439064.0,59.25,0.09,767
941,1816,Dhanjibhai Laljibhai Ranevadia ,Gujarat,Jamnagar,M,60,IND,1439064.0,59.25,0.09,767
942,1817,Sumara Amandbhai Noormamadbhai Sumara ,Gujarat,Jamnagar,M,64,IND,1439064.0,59.25,0.09,767
943,1818,Dalit Ashok Nathabhai Chavda ,Gujarat,Jamnagar,M,30,IND,1439064.0,59.25,0.09,767
944,1819,Dalit Jitesh Babubhai Rathore ,Gujarat,Jamnagar,M,29,IND,1439064.0,59.25,0.08,682
945,1820,Suthar Hansaben Harsukhbhai Gorecha ,Gujarat,Jamnagar,F,55,IND,1439064.0,59.25,0.07,596
946,1821,Chudasama Rajeshbhai Naranbhai ,Gujarat,Junagadh,M,31,BJP,1467459.0,64.15,54.51,513143
947,1822,Punjabhai Bhimabhai Vansh ,Gujarat,Junagadh,M,51,INC,1467459.0,64.15,40.08,377303
948,1823,Atul Govindbhai Shekhada ,Gujarat,Junagadh,M,45,AAP,1467459.0,64.15,1.77,16662
949,1824,Harilal Ranchhodbhai Chauhan ,Gujarat,Junagadh,M,67,IND,1467459.0,64.15,0.8,7530
950,1825,Saiyed Altaf Husain Abdullah Miyan ,Gujarat,Junagadh,M,50,IND,1467459.0,64.15,0.29,2729
951,1826,Solanki Haribhai Boghabhai ,Gujarat,Junagadh,M,45,BHMP,1467459.0,64.15,0.27,2541
952,1827,Kadri Ibrahim Saiyed Husen ,Gujarat,Junagadh,M,58,SP,1467459.0,64.15,0.26,2447
953,1828,Gadhiya Soyeb Hushenbhai ,Gujarat,Junagadh,M,26,IND,1467459.0,64.15,0.2,1882
954,1829,Chavda Vinod Lakhamashi ,Gujarat,Kachchh,M,35,BJP,1490163.0,63.5,59.48,562831
955,1830,Dr.Dinesh Parmar ,Gujarat,Kachchh,M,70,INC,1490163.0,63.5,32.59,308384
956,1831,Kamalbhai Matang ,Gujarat,Kachchh,M,38,BSP,1490163.0,63.5,2.24,21196
957,1832,Hirji Punjabhai Siju ,Gujarat,Kachchh,M,37,BHMP,1490163.0,63.5,2.23,21101
958,1833,Danicha Govindbhai Punamchand ,Gujarat,Kachchh,M,46,AAP,1490163.0,63.5,1.67,15802
959,1834,Chauhan Devusinh Jesingbhai (Chauhan Devusinh) ,Gujarat,Kheda,M,49,BJP,1576090.0,60.65,59.44,568186
960,1835,Dinsha Jhavarbhai Patel ,Gujarat,Kheda,M,77,INC,1576090.0,60.65,35.08,335329
961,1836,Roshan Priyavadan Shah ,Gujarat,Kheda,M,39,IND,1576090.0,60.65,0.78,7456
962,1837,Pandav Bhailalbhai Kalubhai ,Gujarat,Kheda,M,30,BSP,1576090.0,60.65,0.61,5830
963,1838,Badhiwala Labhubhai Jivrajbhai ,Gujarat,Kheda,M,63,AAP,1576090.0,60.65,0.39,3728
964,1839,Ratansinh Udesinh Chauhan ,Gujarat,Kheda,M,65,IND,1576090.0,60.65,0.37,3536
965,1840,Malek Sabirhusen Ismaelbhai ,Gujarat,Kheda,M,0,IND,1576090.0,60.65,0.28,2676
966,1841,Chauhan Devusing Motishing ,Gujarat,Kheda,M,37,IND,1576090.0,60.65,0.19,1816
967,1842,Malek Sadik Hushen Mahammd Hushen ,Gujarat,Kheda,M,0,IND,1576090.0,60.65,0.15,1433
968,1843,Abdul Razakkhan Pathan ,Gujarat,Kheda,M,47,ADP,1576090.0,60.65,0.11,1051
969,1844,Malek Yakubmiya Nabimiya ,Gujarat,Kheda,M,0,IND,1576090.0,60.65,0.1,955
970,1845,Ranveer Pranayraj Govindbhai ,Gujarat,Kheda,M,32,BHMP,1576090.0,60.65,0.1,955
971,1846,Khristi Adward Khushalbhai ,Gujarat,Kheda,M,0,IND,1576090.0,60.65,0.1,955
972,1847,Parikh Viral Hasmukhbhai ,Gujarat,Kheda,M,39,IND,1576090.0,60.65,0.09,860
973,1848,Pathan Amanullakha Sitabkha ,Gujarat,Kheda,M,0,IND,1576090.0,60.65,0.08,764
974,1849,Patel Jayshreeben Kanubhai ,Gujarat,Mahesana,F,55,BJP,1474818.0,68.09,57.78,580228
975,1850,Patel Jivabhai Ambalal ,Gujarat,Mahesana,M,75,INC,1474818.0,68.09,36.98,371354
976,1851,Thakor Kevalji Nathaji ,Gujarat,Mahesana,M,55,BSP,1474818.0,68.09,0.97,9740
977,1852,Mahmad Azam Haiderkhan Pathan ,Gujarat,Mahesana,M,29,IND,1474818.0,68.09,0.61,6125
978,1853,Prajapati Vitthalbhai Virdas ,Gujarat,Mahesana,M,61,IND,1474818.0,68.09,0.6,6025
979,1854,Girishji Jenaji Dabhi ,Gujarat,Mahesana,M,37,BNJD,1474818.0,68.09,0.48,4820
980,1855,Smt Vandanaben Dineshkumar Patel ,Gujarat,Mahesana,F,39,AAP,1474818.0,68.09,0.37,3715
981,1856,Thakor Samaratji Balvantsinh ,Gujarat,Mahesana,M,35,IND,1474818.0,68.09,0.24,2410
982,1857,Thakor Babuji Dhanaji ,Gujarat,Mahesana,M,60,IND,1474818.0,68.09,0.18,1807
983,1858,Thakor Baldevji Maganji ,Gujarat,Mahesana,M,57,IND,1474818.0,68.09,0.16,1606
984,1859,Zala Indrajitsinh Mahendrasinh ,Gujarat,Mahesana,M,36,SP,1474818.0,68.09,0.13,1305
985,1860,Thakor Mansangji Punjaji ,Gujarat,Mahesana,M,56,BHMP,1474818.0,68.09,0.12,1205
986,1861,Chaudhary Dineshbhai Salubhai ,Gujarat,Mahesana,M,37,VHS,1474818.0,68.09,0.11,1104
987,1862,Patel Dilipbhai Somabhai ,Gujarat,Mahesana,M,46,HJP,1474818.0,68.09,0.1,1004
988,1863,C. R. Patil ,Gujarat,Navsari,M,59,BJP,1717907.0,67.57,70.72,820910
989,1864,Maksud Mirza ,Gujarat,Navsari,M,40,INC,1717907.0,67.57,22.63,262686
990,1865,Mehul Patel ,Gujarat,Navsari,M,48,AAP,1717907.0,67.57,1.23,14277
991,1866,Chauhan Kesavbhai Malabhai (Master) ,Gujarat,Navsari,M,59,BSP,1717907.0,67.57,0.97,11259
992,1867,Lataben Ashokkumar Dwivedi ,Gujarat,Navsari,F,44,IND,1717907.0,67.57,0.65,7545
993,1868,Saiyed Mehmud Ahmed ,Gujarat,Navsari,M,56,IND,1717907.0,67.57,0.52,6036
994,1869,Rohit Gandhi ,Gujarat,Navsari,M,36,IND,1717907.0,67.57,0.37,4294
995,1870,Aslam Mistry ,Gujarat,Navsari,M,57,BHBC,1717907.0,67.57,0.33,3830
996,1871,Hasan Shaikh ,Gujarat,Navsari,M,67,IND,1717907.0,67.57,0.3,3482
997,1872,Ravshaheb Bhimrav Patil (Bandhu) ,Gujarat,Navsari,M,40,IND,1717907.0,67.57,0.25,2901
998,1873,Vimal Patel (Endhal) ,Gujarat,Navsari,M,30,IND,1717907.0,67.57,0.24,2785
999,1874,Percy Munshi ,Gujarat,Navsari,M,51,IND,1717907.0,67.57,0.19,2205
1000,1875,Warde Rajubhai Bhimrao ,Gujarat,Navsari,M,60,BHMP,1717907.0,67.57,0.19,2205
1001,1876,Ramjan Mansuri(Journalist) ,Gujarat,Navsari,M,48,IND,1717907.0,67.57,0.15,1741
1002,1877,Patel Bhupendrakumar Dhirubhai ,Gujarat,Navsari,M,34,JD(U),1717907.0,67.57,0.11,1276
1003,1878,Sonal Kellogg ,Gujarat,Navsari,F,51,VOP,1717907.0,67.57,0.09,1044
1004,1879,Keshavji L. Saradva ,Gujarat,Navsari,M,62,IND,1717907.0,67.57,0.09,1044
1005,1880,Arun S. Pathak(Journalist) ,Gujarat,Navsari,M,30,IND,1717907.0,67.57,0.09,1044
1006,1881,Pyarelal Bharti ,Gujarat,Navsari,M,47,HND,1717907.0,67.57,0.07,812
1007,1882,Chauhan Prabhatsinh Pratapsinh ,Gujarat,Panchmahal,M,72,BJP,1559086.0,59.87,54.45,508249
1008,1883,Ramsinh Parmar ,Gujarat,Panchmahal,M,70,INC,1559086.0,59.87,36.17,337619
1009,1884,Giri Ramchandra Vaijnath ,Gujarat,Panchmahal,M,53,BSP,1559086.0,59.87,1.71,15961
1010,1885,Vankar Manilal Bhanabhai ,Gujarat,Panchmahal,M,42,IND,1559086.0,59.87,1.22,11387
1011,1886,Mansuri Mukhatyar Mohammad (Panter M. Lala) ,Gujarat,Panchmahal,M,54,IND,1559086.0,59.87,1.16,10827
1012,1887,Piyushkumar Dilipbhai Parmar ,Gujarat,Panchmahal,M,32,AAP,1559086.0,59.87,0.74,6907
1013,1888,Patel Pankajbhai Ravjibhai ,Gujarat,Panchmahal,M,41,IND,1559086.0,59.87,0.58,5413
1014,1889,Chavada Harishchandrasinh Prabhatsinh ,Gujarat,Panchmahal,M,35,IND,1559086.0,59.87,0.4,3733
1015,1890,S. N. Chavada (Chavada Vakil) ,Gujarat,Panchmahal,M,43,IND,1559086.0,59.87,0.26,2426
1016,1891,Shaikh Abdullatif Khudabaksh ,Gujarat,Panchmahal,M,47,SP,1559086.0,59.87,0.21,1960
1017,1892,Gora Shoeb Mohmadhanif ,Gujarat,Panchmahal,M,27,IND,1559086.0,59.87,0.16,1493
1018,1893,Shaikh Majitmiya Jivamiya ,Gujarat,Panchmahal,M,65,JD(U),1559086.0,59.87,0.14,1306
1019,1894,Liladharbhai Khodaji Vaghela ,Gujarat,Patan,M,80,BJP,1607116.0,59.47,54.25,518495
1020,1895,Rathod Bhavsinhbhai Dahyabhai ,Gujarat,Patan,M,78,INC,1607116.0,59.47,39.74,379815
1021,1896,Parmar Maganbhai Amarabhai ,Gujarat,Patan,M,44,BSP,1607116.0,59.47,1.04,9939
1022,1897,Vaghda Jivabhai Devabhai ,Gujarat,Patan,M,53,IND,1607116.0,59.47,0.78,7454
1023,1898,Govindji Okhaji Thakor ,Gujarat,Patan,M,62,JD(U),1607116.0,59.47,0.65,6212
1024,1899,Molapiya Abdulkudus Abdulmajid ,Gujarat,Patan,M,39,IND,1607116.0,59.47,0.59,5638
1025,1900,Jakasiji Jogaji Thakor ,Gujarat,Patan,M,44,BHMP,1607116.0,59.47,0.29,2771
1026,1901,Bhoraniya Soyabbhai Hasambhai ,Gujarat,Patan,M,47,IND,1607116.0,59.47,0.27,2580
1027,1902,Chhaganbhai Naranbhai Prajapati ,Gujarat,Patan,M,60,IND,1607116.0,59.47,0.27,2580
1028,1903,Jagrala Imran Mahemud ,Gujarat,Patan,M,37,IND,1607116.0,59.47,0.21,2007
1029,1904,Babubhai Karshanbhai Rabari ,Gujarat,Patan,M,50,SP,1607116.0,59.47,0.19,1815
1030,1905,Imrankhan Mahmadkhan Nagori ,Gujarat,Patan,M,31,IND,1607116.0,59.47,0.19,1815
1031,1906,Desai Ishwarbhai Mahadevbhai ,Gujarat,Patan,M,53,IND,1607116.0,59.47,0.18,1720
1032,1907,Parmar Bhaichandbhai Somabhai ,Gujarat,Patan,M,59,RPIE,1607116.0,59.47,0.1,955
1033,1908,Radadiya Vithalbhai Hansrajbhai ,Gujarat,Porbandar,M,55,BJP,1516594.0,53.37,62.81,508388
1034,1909,Jadeja Kandhalbhai Sarmanbhai ,Gujarat,Porbandar,M,40,NCP,1516594.0,53.37,29.71,240474
1035,1910,Sadiya Vrajalal Pababhai ,Gujarat,Porbandar,M,43,BSP,1516594.0,53.37,1.5,12141
1036,1911,Mansukh Sundaraji Dhokai ,Gujarat,Porbandar,M,59,AAP,1516594.0,53.37,0.98,7932
1037,1912,Vakil Vinzuda Ranjitbhai Naranbhai ,Gujarat,Porbandar,M,55,IND,1516594.0,53.37,0.55,4451
1038,1913,Irfanshah Habibshah Suharavardi ,Gujarat,Porbandar,M,34,SP,1516594.0,53.37,0.47,3804
1039,1914,Rathod Chandulal Mohanlal ,Gujarat,Porbandar,M,45,IND,1516594.0,53.37,0.37,2994
1040,1915,Patel Butani Rajeshbhai Maganbhai ,Gujarat,Porbandar,M,41,IND,1516594.0,53.37,0.35,2832
1041,1916,Khunti Bharatbhai Maldebhai ,Gujarat,Porbandar,M,40,IND,1516594.0,53.37,0.27,2185
1042,1917,Tukadia G.R. ,Gujarat,Porbandar,M,60,IND,1516594.0,53.37,0.21,1699
1043,1918,Aghera Dhirajlal Bhurabhai ,Gujarat,Porbandar,M,51,IND,1516594.0,53.37,0.21,1699
1044,1919,Unadakat Prakash Vallabhadas ,Gujarat,Porbandar,M,48,IND,1516594.0,53.37,0.2,1618
1045,1920,Khokhani Lalitaben Mansukhbhai ,Gujarat,Porbandar,F,48,IND,1516594.0,53.37,0.19,1537
1046,1921,Joshi Harish Liladhar ,Gujarat,Porbandar,M,36,IND,1516594.0,53.37,0.13,1052
1047,1922,Kundariya Mohanbhai Kalyanjibhai ,Gujarat,Rajkot,M,62,BJP,1605740.0,65.83,58.8,621550
1048,1923,Kunvarjibhai Mohanbhai Bavaliya ,Gujarat,Rajkot,M,59,INC,1605740.0,65.83,35.48,375044
1049,1924,Jivanbhai Devajibhai Parmar ,Gujarat,Rajkot,M,51,BSP,1605740.0,65.83,1.2,12684
1050,1925,Ankur Amrutkumar Dhameliya(Patel) ,Gujarat,Rajkot,M,30,AAP,1605740.0,65.83,1.02,10781
1051,1926,Vinodbhai Pragjibhai Nagani ,Gujarat,Rajkot,M,43,IND,1605740.0,65.83,0.54,5708
1052,1927,Basirbhai Sulemanbhai Sama ,Gujarat,Rajkot,M,55,IND,1605740.0,65.83,0.2,2114
1053,1928,Aniruddhsinh Juvansinh Zala ,Gujarat,Rajkot,M,58,IND,1605740.0,65.83,0.15,1585
1054,1929,Pravinchandra Chunilal Parekh ,Gujarat,Rajkot,M,83,IND,1605740.0,65.83,0.15,1585
1055,1930,Popatbhai Devajibhai Chavda (Bhuva) ,Gujarat,Rajkot,M,38,IND,1605740.0,65.83,0.13,1374
1056,1931,Rohitbhai Mohanbhai Sagathiya ,Gujarat,Rajkot,M,31,BHMP,1605740.0,65.83,0.13,1374
1057,1932,Narendrabhai Mahajan ,Gujarat,Rajkot,M,64,IND,1605740.0,65.83,0.11,1162
1058,1933,Pathan Bismillakhan Abdulkhan (Babakhan Pathan) ,Gujarat,Rajkot,M,36,IND,1605740.0,65.83,0.1,1057
1059,1934,Jitendra Bhurabhai Chauhan ,Gujarat,Rajkot,M,36,RPI(K),1605740.0,65.83,0.09,951
1060,1935,Dengada Pravinbhai Meghajibhai ,Gujarat,Rajkot,M,51,RPA,1605740.0,65.83,0.09,951
1061,1936,Rajeshbhai Lavjibhai Pipalva ,Gujarat,Rajkot,M,43,LSWP,1605740.0,65.83,0.08,845
