,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
0,1,Bishnu Pada Ray ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,64,BJP,257856.0,73.81,47.8,90974
1,2,Kuldeep Rai Sharma ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,46,INC,257856.0,73.81,43.69,83152
2,3,Sanjay Meshack ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,43,AAP,257856.0,73.81,1.96,3730
3,4,Anita Mondal ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,F,48,AITC,257856.0,73.81,1.2,2283
4,5,K.G.Das ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,70,CPI(M),257856.0,73.81,0.93,1770
5,6,Prakash Minj ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,38,IND,257856.0,73.81,0.83,1579
6,7,R.S.Uma Bharatthy ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,F,49,NCP,257856.0,73.81,0.6,1141
7,8,Gour Chandra Majumder ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,47,BSP,257856.0,73.81,0.6,1141
8,9,Saravanan ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,38,IND,257856.0,73.81,0.45,856
9,10,N K P Nair ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,59,CPI(ML)(L),257856.0,73.81,0.23,437
10,11,V V Khalid ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,46,IND,257856.0,73.81,0.23,437
11,12,Raghubir Singh ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,49,SP,257856.0,73.81,0.2,380
12,13,C G Saji Kumar ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,41,IND,257856.0,73.81,0.18,342
13,14,N Kannan ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,35,IND,257856.0,73.81,0.16,304
14,15,A Pandian ,Andaman & Nicobar Islands,Andaman & Nicobar Islands,M,41,FBL,257856.0,73.81,0.12,228
15,386,"Gokaraju Ganga Raju, S/O Ranga Raju ",Andhra Pradesh,Narsapuram,M,0,BJP,1270228.0,85.73,49.62,540345
16,387,"Vanka Ravindhranath, S/O Satyanarayana ",Andhra Pradesh,Narsapuram,M,53,YSRCP,1270228.0,85.73,41.78,454970
17,388,Kanumuri Bapiraju S/O. Krishnam Raju ,Andhra Pradesh,Narsapuram,M,56,INC,1270228.0,85.73,2.49,27115
18,389,Gitadas Das W/O Hariharadas Das ,Andhra Pradesh,Narsapuram,F,28,PJD,1270228.0,85.73,2.14,23303
19,390,"Chintapalli Kanaka Rao, S/O Sriramulu ",Andhra Pradesh,Narsapuram,M,55,BSP,1270228.0,85.73,0.78,8493
20,391,"Polasapalli Saroja, W/O Cheriyan Srinivasa Rao ",Andhra Pradesh,Narsapuram,F,33,JSYP,1270228.0,85.73,0.63,6860
21,392,"Nalli Rajesh, S/O Narasimha Murthy ",Andhra Pradesh,Narsapuram,M,31,RP(K),1270228.0,85.73,0.62,6751
22,393,Svpkh Gopala Krishnam Raju S/O. Venkathiraju ,Andhra Pradesh,Narsapuram,M,48,PPOI,1270228.0,85.73,0.39,4246
23,394,Sivaji Gottumukkala S/O Jaya Prakash ,Andhra Pradesh,Narsapuram,M,43,IND,1270228.0,85.73,0.21,2286
24,395,"Badampudi Siva, S/O Apparao ",Andhra Pradesh,Narsapuram,M,27,IND,1270228.0,85.73,0.15,1633
25,396,"Sekhar Babu Dorababu Addanki, S/O Simhachalam ",Andhra Pradesh,Narsapuram,M,44,IND,1270228.0,85.73,0.12,1306
26,397,"Voleti Venkata Lakshmana Rao, S/O Subbarao ",Andhra Pradesh,Narsapuram,M,49,IND,1270228.0,85.73,0.12,1306
27,398,"Vangalapudi Yeshayya, S/O Mosenu ",Andhra Pradesh,Narsapuram,M,40,IND,1270228.0,85.73,0.12,1306
28,399,"Medapati Varahala Reddy, S/O Venkata Rama Krishna Reddy ",Andhra Pradesh,Narsapuram,M,38,IND,1270228.0,85.73,0.11,1197
29,485,Bandaru Dattatreya ,Andhra Pradesh,Secunderabad,M,66,BJP,1749406.0,57.38,43.66,438263
30,486,M.Anjan Kumar Yadav ,Andhra Pradesh,Secunderabad,M,53,INC,1749406.0,57.38,18.28,183496
31,487,Narla Mohan Rao ,Andhra Pradesh,Secunderabad,M,47,AIMIM,1749406.0,57.38,14.46,145150
32,488,T.Bheemsen ,Andhra Pradesh,Secunderabad,M,65,TRS,1749406.0,57.38,14.33,143845
33,489,Syed Sajid Ali ,Andhra Pradesh,Secunderabad,M,44,YSRCP,1749406.0,57.38,4.5,45171
34,490,Chaya Ratan Musinipally ,Andhra Pradesh,Secunderabad,F,61,AAP,1749406.0,57.38,1.11,11142
35,491,K. Srinivasulu ,Andhra Pradesh,Secunderabad,M,42,JSYP,1749406.0,57.38,0.37,3714
36,492,Khaja Khalid Anwar ,Andhra Pradesh,Secunderabad,M,47,BSP,1749406.0,57.38,0.29,2911
37,493,K.Sai Krishna Mohan Rao ,Andhra Pradesh,Secunderabad,M,53,ICSP,1749406.0,57.38,0.26,2609
38,494,B.Subramanyam ,Andhra Pradesh,Secunderabad,M,61,IND,1749406.0,57.38,0.25,2509
39,495,Sonu Sarsal Valmiki ,Andhra Pradesh,Secunderabad,M,28,TCPI,1749406.0,57.38,0.23,2308
40,496,J.Ramulu ,Andhra Pradesh,Secunderabad,M,29,RSP,1749406.0,57.38,0.21,2107
41,497,B.Deepak Kumar ,Andhra Pradesh,Secunderabad,M,38,RPI(K),1749406.0,57.38,0.18,1806
42,498,Raghu Deshaboina ,Andhra Pradesh,Secunderabad,M,45,BHMP,1749406.0,57.38,0.15,1505
43,499,Avula Ranganayakulu ,Andhra Pradesh,Secunderabad,M,60,IND,1749406.0,57.38,0.11,1104
44,500,Klhaja Sirajuddin Azaz ,Andhra Pradesh,Secunderabad,M,49,MMESP,1749406.0,57.38,0.1,1003
45,501,Dr.N.S.Uday Kumar ,Andhra Pradesh,Secunderabad,M,53,PJD,1749406.0,57.38,0.09,903
46,502,S. Lakshman Rao ,Andhra Pradesh,Secunderabad,M,50,IND,1749406.0,57.38,0.09,903
47,503,Dr.Malathi Latha Eppa ,Andhra Pradesh,Secunderabad,F,29,JATP,1749406.0,57.38,0.09,903
48,504,Abdus Sattar Mujahed ,Andhra Pradesh,Secunderabad,M,48,ABML(S),1749406.0,57.38,0.08,803
49,505,Mohd Imtiaz Hussain ,Andhra Pradesh,Secunderabad,M,35,IUML,1749406.0,57.38,0.08,803
50,506,Ananth Rao Gundepally ,Andhra Pradesh,Secunderabad,M,43,IND,1749406.0,57.38,0.08,803
51,507,Shakthi Satyavathi ,Andhra Pradesh,Secunderabad,F,49,PPOI,1749406.0,57.38,0.06,602
52,508,Ch. Murahari ,Andhra Pradesh,Secunderabad,M,55,SUC(C),1749406.0,57.38,0.06,602
53,509,Kumar Chowdary Yadav.G ,Andhra Pradesh,Secunderabad,M,55,SPS,1749406.0,57.38,0.05,501
54,510,Karankote Narender ,Andhra Pradesh,Secunderabad,M,52,AIFB,1749406.0,57.38,0.05,501
55,511,Syed Madani Quadri ,Andhra Pradesh,Secunderabad,M,53,IND,1749406.0,57.38,0.04,401
56,512,Mohammed Rizwan Hussain ,Andhra Pradesh,Secunderabad,M,32,IND,1749406.0,57.38,0.04,401
57,513,Mohd Abubakar Parwaiz Siddiqui ,Andhra Pradesh,Secunderabad,M,38,IND,1749406.0,57.38,0.03,301
58,514,Michael Daniel Ovelz ,Andhra Pradesh,Secunderabad,M,41,IND,1749406.0,57.38,0.03,301
59,561,Kambhampati Hari Babu ,Andhra Pradesh,Visakhapatnam,M,60,BJP,1629541.0,71.4,48.72,566853
60,562,Y.S Vijayamma ,Andhra Pradesh,Visakhapatnam,F,58,YSRCP,1629541.0,71.4,40.94,476333
61,563,Bolisetti Satyanarayana (Satya) ,Andhra Pradesh,Visakhapatnam,M,57,INC,1629541.0,71.4,4.35,50611
62,564,Imandi Venkata Kurmarao ,Andhra Pradesh,Visakhapatnam,M,43,BSP,1629541.0,71.4,1.28,14892
63,565,Sabbam Hari ,Andhra Pradesh,Visakhapatnam,M,60,JSYP,1629541.0,71.4,0.57,6631
64,566,Kuna Ramam ,Andhra Pradesh,Visakhapatnam,M,51,AAP,1629541.0,71.4,0.53,6166
65,567,Tanuku Divakar ,Andhra Pradesh,Visakhapatnam,M,46,IND,1629541.0,71.4,0.47,5468
66,568,Jt Ramarao ,Andhra Pradesh,Visakhapatnam,M,43,SUC(C),1629541.0,71.4,0.37,4304
67,569,Dadi Jyothi Bhavani ,Andhra Pradesh,Visakhapatnam,F,43,PPOI,1629541.0,71.4,0.23,2676
68,570,Durgaprasad Guntu ,Andhra Pradesh,Visakhapatnam,M,45,IND,1629541.0,71.4,0.22,2559
69,571,Nagendra Sairam ,Andhra Pradesh,Visakhapatnam,M,27,IND,1629541.0,71.4,0.2,2326
70,572,Kurada Satyanarayana Patnaik ,Andhra Pradesh,Visakhapatnam,M,50,IND,1629541.0,71.4,0.17,1977
71,573,Dr|| Bhavani Sankar Sastry .A ,Andhra Pradesh,Visakhapatnam,M,49,ICSP,1629541.0,71.4,0.16,1861
72,574,Kutikuppala Surya Rao ,Andhra Pradesh,Visakhapatnam,M,60,IND,1629541.0,71.4,0.16,1861
73,575,Seemakurthi Srinuvasu (Bhaghavan Srinu) ,Andhra Pradesh,Visakhapatnam,M,41,IND,1629541.0,71.4,0.15,1745
74,576,Umamaheswararao Areti ,Andhra Pradesh,Visakhapatnam,M,33,IND,1629541.0,71.4,0.15,1745
75,577,Chalapathirao Ronanki ,Andhra Pradesh,Visakhapatnam,M,60,IND,1629541.0,71.4,0.14,1628
76,578,J. Padmaja ,Andhra Pradesh,Visakhapatnam,M,34,IND,1629541.0,71.4,0.13,1512
77,579,Sreenadh Reddy ,Andhra Pradesh,Visakhapatnam,M,39,IND,1629541.0,71.4,0.12,1396
78,580,Chandrasekhar Budda ,Andhra Pradesh,Visakhapatnam,M,36,IND,1629541.0,71.4,0.12,1396
79,581,Gedela Krishnarao ,Andhra Pradesh,Visakhapatnam,M,60,IND,1629541.0,71.4,0.1,1163
80,582,Brahma Swaroop Kasibhatta ,Andhra Pradesh,Visakhapatnam,M,48,IND,1629541.0,71.4,0.09,1047
81,617,Kiren Rijiju ,Arunachal Pradesh,Arunachal West,M,42,BJP,442638.0,75.83,50.46,169370
82,618,Takam Sanjoy ,Arunachal Pradesh,Arunachal West,M,47,INC,442638.0,75.83,38.02,127615
83,619,Jalley Sonam ,Arunachal Pradesh,Arunachal West,M,33,PPA,442638.0,75.83,4.37,14668
84,620,Gumjum Haider ,Arunachal Pradesh,Arunachal West,M,36,AITC,442638.0,75.83,2.72,9129
85,621,Gicho Kabak ,Arunachal Pradesh,Arunachal West,M,49,NCP,442638.0,75.83,1.81,6075
86,622,Habung Payeng ,Arunachal Pradesh,Arunachal West,M,56,AAP,442638.0,75.83,1.09,3658
87,623,Subu Kechi ,Arunachal Pradesh,Arunachal West,M,40,IND,442638.0,75.83,0.7,2349
88,624,Taba Taku ,Arunachal Pradesh,Arunachal West,M,34,LB,442638.0,75.83,0.29,973
89,660,Rameswar Teli ,Assam,Dibrugarh,M,43,BJP,1118841.0,79.63,55.49,494378
90,661,Paban Singh Ghatowar ,Assam,Dibrugarh,M,62,INC,1118841.0,79.63,34.68,308975
91,662,Anup Phukon ,Assam,Dibrugarh,M,56,AGP,1118841.0,79.63,5.13,45704
92,663,Subhas Sen ,Assam,Dibrugarh,M,64,CPI(ML)(L),1118841.0,79.63,1.05,9354
93,664,Navajyoti Kalita ,Assam,Dibrugarh,M,36,AITC,1118841.0,79.63,0.96,8552
94,665,Cheni Ram Moran ,Assam,Dibrugarh,M,48,FBL,1118841.0,79.63,0.8,7127
95,666,Bijoya Chakravarty ,Assam,Gauhati,M,75,BJP,1905071.0,79.35,50.6,764906
96,667,Manash Borah ,Assam,Gauhati,M,33,INC,1905071.0,79.35,29.71,449118
97,668,Gopi Nath Das ,Assam,Gauhati,M,53,AIUDF,1905071.0,79.35,9.08,137259
98,669,Birendra Prasad Baishya ,Assam,Gauhati,M,57,AGP,1905071.0,79.35,5.72,86467
99,670,Benedict Alok Areng ,Assam,Gauhati,M,68,IND,1905071.0,79.35,0.82,12395
100,671,Biju Phukan ,Assam,Gauhati,M,66,AITC,1905071.0,79.35,0.54,8163
101,672,Pradip Kalita ,Assam,Gauhati,M,45,IND,1905071.0,79.35,0.49,7407
102,673,Kazi Nekib Ahmed ,Assam,Gauhati,M,55,RDSC,1905071.0,79.35,0.44,6651
103,674,Anil Bhagawati ,Assam,Gauhati,M,40,IND,1905071.0,79.35,0.38,5744
104,675,Pranjal Bordoloy ,Assam,Gauhati,M,43,AAP,1905071.0,79.35,0.32,4837
105,676,Dr. Faruk Aahammed Bhuyan ,Assam,Gauhati,M,40,IND,1905071.0,79.35,0.23,3476
106,677,Bandana Barman Baruah ,Assam,Gauhati,F,30,SP,1905071.0,79.35,0.21,3174
107,678,Dhiraj Medhi ,Assam,Gauhati,M,40,IND,1905071.0,79.35,0.19,2872
108,679,Padmeshwar Phukan ,Assam,Gauhati,M,56,IND,1905071.0,79.35,0.17,2569
109,680,Khargeswar Das ,Assam,Gauhati,M,43,IND,1905071.0,79.35,0.17,2569
110,681,Gopi Baruah ,Assam,Gauhati,M,44,LKB,1905071.0,79.35,0.16,2418
111,682,Ajad Ali ,Assam,Gauhati,M,43,IND,1905071.0,79.35,0.16,2418
112,683,Zakir Hussain ,Assam,Gauhati,M,47,IND,1905071.0,79.35,0.15,2267
113,684,Kamakhya Prasad Tasa ,Assam,Jorhat,M,38,BJP,1175530.0,79.23,49.01,456465
114,685,Bijoy Krishna Handique ,Assam,Jorhat,M,82,INC,1175530.0,79.23,38.01,354014
115,686,Prodip Hazarika ,Assam,Jorhat,M,61,AGP,1175530.0,79.23,5.01,46661
116,687,Drupad Borgohain ,Assam,Jorhat,M,68,CPI,1175530.0,79.23,3.11,28965
117,688,Nasir Ahmed ,Assam,Jorhat,M,52,AIUDF,1175530.0,79.23,0.79,7357
118,689,Ribulaya Gogoi ,Assam,Jorhat,M,32,AITC,1175530.0,79.23,0.62,5774
119,690,Gunin Basumatari ,Assam,Jorhat,M,62,SP,1175530.0,79.23,0.62,5774
120,691,Raj Kumar Dowarah ,Assam,Jorhat,M,43,IND,1175530.0,79.23,0.51,4749
121,692,Manorom Gogoi ,Assam,Jorhat,M,44,AAP,1175530.0,79.23,0.39,3632
122,693,Horen Borgohain ,Assam,Jorhat,M,37,FBL,1175530.0,79.23,0.37,3446
123,728,Sarbananda Sonowal ,Assam,Lakhimpur,M,52,BJP,1425369.0,78.01,55.09,612562
124,729,Ranee Narah ,Assam,Lakhimpur,F,50,INC,1425369.0,78.01,28.81,320347
125,730,Hari Prasad Dihingia ,Assam,Lakhimpur,M,44,AGP,1425369.0,78.01,7.35,81726
126,731,Mamun Imdadul Haque Chawdhury ,Assam,Lakhimpur,M,34,AIUDF,1425369.0,78.01,3.36,37360
127,732,Dhebor Gohain Boruah ,Assam,Lakhimpur,M,57,AITC,1425369.0,78.01,0.82,9117
128,733,Hem Kanta Miri ,Assam,Lakhimpur,M,32,SUC(C),1425369.0,78.01,0.62,6893
129,734,Ranjit Singh Gorh ,Assam,Lakhimpur,M,45,IND,1425369.0,78.01,0.57,6338
130,735,Hrishikesh Baruah ,Assam,Lakhimpur,M,27,IND,1425369.0,78.01,0.54,6004
131,736,David Horo ,Assam,Lakhimpur,M,36,IND,1425369.0,78.01,0.53,5893
132,737,Tanish Orang ,Assam,Lakhimpur,M,45,CPI(ML)(L),1425369.0,78.01,0.42,4670
133,738,Khairul Islam ,Assam,Lakhimpur,M,38,IND,1425369.0,78.01,0.37,4114
134,739,Hiramoni Deka Sonowal ,Assam,Lakhimpur,F,34,AAP,1425369.0,78.01,0.26,2891
135,740,Keshab Gogoi ,Assam,Lakhimpur,M,45,IND,1425369.0,78.01,0.25,2779
136,741,Ramen Deka ,Assam,Mangaldoi,M,59,BJP,1509851.0,81.68,39.44,486392
137,742,Kirip Chaliha ,Assam,Mangaldoi,M,59,INC,1509851.0,81.68,37.58,463453
138,743,Sahadev Das ,Assam,Mangaldoi,M,49,BPF,1509851.0,81.68,7.0,86327
139,744,Paresh Baishya ,Assam,Mangaldoi,M,43,AIUDF,1509851.0,81.68,6.06,74734
140,745,Madhab Rajbangshi ,Assam,Mangaldoi,M,58,AGP,1509851.0,81.68,5.39,66471
141,746,Shachindra Nath Brahma ,Assam,Mangaldoi,M,60,IND,1509851.0,81.68,1.01,12455
142,747,Deba Kumar Barman ,Assam,Mangaldoi,M,42,AITC,1509851.0,81.68,0.68,8386
143,748,Swarnalata Chaliha ,Assam,Mangaldoi,F,38,SUC(C),1509851.0,81.68,0.62,7646
144,749,Sahnur Ali ,Assam,Mangaldoi,M,53,IND,1509851.0,81.68,0.45,5549
145,750,Aroon Barooa ,Assam,Mangaldoi,M,58,RDSC,1509851.0,81.68,0.34,4193
146,751,Ratul Kumar Choudhury ,Assam,Mangaldoi,M,47,SP,1509851.0,81.68,0.3,3699
147,752,Namrata Sarma ,Assam,Mangaldoi,F,34,AAP,1509851.0,81.68,0.28,3453
148,753,Rajen Gohain ,Assam,Nowgong,M,63,BJP,1518663.0,81.0,40.17,494138
149,754,Jonjonali Baruah ,Assam,Nowgong,M,55,INC,1518663.0,81.0,28.5,350583
150,755,Dr. Aditya Langthasa ,Assam,Nowgong,M,48,AIUDF,1518663.0,81.0,25.53,314048
151,756,Mridula Barkakoty ,Assam,Nowgong,M,53,AGP,1518663.0,81.0,2.86,35181
152,757,Md Faruk Hazarika ,Assam,Nowgong,M,42,IND,1518663.0,81.0,0.92,11317
153,758,Dipak Kumar Borah ,Assam,Nowgong,M,50,AITC,1518663.0,81.0,0.56,6888
154,759,Selima Sultana ,Assam,Nowgong,M,28,IND,1518663.0,81.0,0.53,6519
155,760,Rafiqul Islam ,Assam,Nowgong,M,26,AIFB,1518663.0,81.0,0.23,2829
156,778,Ram Prasad Sarmah ,Assam,Tezpur,M,58,BJP,1256223.0,78.07,45.53,446527
157,779,Bhupen Kumar Borah ,Assam,Tezpur,M,43,INC,1256223.0,78.07,36.76,360517
158,780,Moni Kumar Subba ,Assam,Tezpur,M,56,IND,1256223.0,78.07,6.4,62766
159,781,Joseph Toppo ,Assam,Tezpur,M,65,AGP,1256223.0,78.07,4.13,40504
160,782,Khemraj Chetry ,Assam,Tezpur,M,55,CPI(M),1256223.0,78.07,2.54,24910
161,783,Lakshikanta Kurmi ,Assam,Tezpur,M,36,CPI(ML)(L),1256223.0,78.07,1.09,10689
162,784,Gopi Chand Shahabadi ,Assam,Tezpur,M,69,AITC,1256223.0,78.07,0.89,8728
163,785,Elias Kujur ,Assam,Tezpur,M,42,IND,1256223.0,78.07,0.53,5197
164,786,Rajen Saikia ,Assam,Tezpur,M,54,FBL,1256223.0,78.07,0.43,4217
165,800,Raj Kumar Singh ,Bihar,Arrah,M,61,BJP,1774349.0,50.34,43.78,391046
166,801,Sribhagwan Singh Kushwaha ,Bihar,Arrah,M,48,RJD,1774349.0,50.34,28.57,255189
167,802,Raju Yadav ,Bihar,Arrah,M,31,CPI(ML)(L),1774349.0,50.34,11.06,98788
168,803,Meena Singh ,Bihar,Arrah,F,49,JD(U),1774349.0,50.34,8.5,75922
169,804,Bharat Bhushan Pandey ,Bihar,Arrah,M,40,ABJS,1774349.0,50.34,1.23,10986
170,805,Ramesh Chandra Badal ,Bihar,Arrah,M,59,BSP,1774349.0,50.34,0.86,7681
171,806,Surendra Kumar Prasad ,Bihar,Arrah,M,59,AAP,1774349.0,50.34,0.84,7502
172,807,Ashok Ram ,Bihar,Arrah,M,41,IND,1774349.0,50.34,0.82,7324
173,808,Baijnath Yadav ,Bihar,Arrah,M,48,BHMP,1774349.0,50.34,0.77,6877
174,809,Gopal Singh ,Bihar,Arrah,M,73,IND,1774349.0,50.34,0.66,5895
175,810,Shambhu Prasad Sharma ,Bihar,Arrah,M,61,HINVP,1774349.0,50.34,0.64,5716
176,811,Shankar Dayal Paswan ,Bihar,Arrah,M,49,IND,1774349.0,50.34,0.63,5627
177,812,Sushil Kumar Singh ,Bihar,Aurangabad,M,48,BJP,1522418.0,51.65,39.16,307926
178,813,Nikhil Kumar ,Bihar,Aurangabad,M,72,INC,1522418.0,51.65,30.73,241638
179,814,Bagi Kumar Verma ,Bihar,Aurangabad,M,61,JD(U),1522418.0,51.65,17.31,136113
180,815,Santosh Kumar ,Bihar,Aurangabad,M,45,BSP,1522418.0,51.65,3.54,27836
181,816,Upendra Nath ,Bihar,Aurangabad,M,46,BHMP,1522418.0,51.65,1.18,9278
182,817,Somaru Paswan ,Bihar,Aurangabad,M,58,IND,1522418.0,51.65,1.1,8649
183,818,Ramji Singh ,Bihar,Aurangabad,M,45,IND,1522418.0,51.65,0.92,7234
184,819,Ragini Lata Singh ,Bihar,Aurangabad,M,49,AAP,1522418.0,51.65,0.85,6683
185,820,Bijeet Kumar ,Bihar,Aurangabad,M,29,IND,1522418.0,51.65,0.78,6133
186,821,Rakesh Sharma ,Bihar,Aurangabad,M,42,IND,1522418.0,51.65,0.73,5740
187,822,Usha Sharan ,Bihar,Aurangabad,F,43,SSD,1522418.0,51.65,0.59,4639
188,823,Durga Thakur ,Bihar,Aurangabad,M,55,IND,1522418.0,51.65,0.47,3695
189,824,Rita Devi ,Bihar,Aurangabad,F,42,SP,1522418.0,51.65,0.42,3302
190,3701,Chandrakant Bhaurao Khaire ,Maharashtra,Aurangabad,M,62,SHS,1530307.0,64.23,52.99,520847
191,3702,Patil Nitin Suresh ,Maharashtra,Aurangabad,M,44,INC,1530307.0,64.23,36.51,358862
192,3703,Jevrikar Indrakumar Dnyanoba ,Maharashtra,Aurangabad,M,40,BSP,1530307.0,64.23,3.81,37449
193,3704,Subhash Kalyanrao Lomte ,Maharashtra,Aurangabad,M,62,AAP,1530307.0,64.23,1.22,11991
194,3705,Tribhuvan Madhukar Padmakar ,Maharashtra,Aurangabad,M,45,IND,1530307.0,64.23,0.62,6094
195,3706,Dandge Nanasaheb Damodhar ,Maharashtra,Aurangabad,M,44,IND,1530307.0,64.23,0.6,5897
196,3707,Abdul Khudus Abdul Samad Shaikh ,Maharashtra,Aurangabad,M,32,BHMP,1530307.0,64.23,0.38,3735
197,3708,Nadeem Rana ,Maharashtra,Aurangabad,M,40,IND,1530307.0,64.23,0.3,2948
198,3709,Sayyad Shafiyoddin Vahiyoddin ,Maharashtra,Aurangabad,M,46,WFPI,1530307.0,64.23,0.29,2850
199,3710,Gayake Sadashiv Ambadas ,Maharashtra,Aurangabad,M,64,SP,1530307.0,64.23,0.27,2653
200,3711,Phulare Suresh Asaram ,Maharashtra,Aurangabad,M,33,IND,1530307.0,64.23,0.26,2555
201,3712,Kailas Chandrabhan Thengde ,Maharashtra,Aurangabad,M,36,IND,1530307.0,64.23,0.22,2162
202,3713,Ankush Munjaji Tupsamundre ,Maharashtra,Aurangabad,M,39,IND,1530307.0,64.23,0.21,2064
203,3714,Bansode Udhav Govardhan ,Maharashtra,Aurangabad,M,31,IND,1530307.0,64.23,0.18,1769
204,3715,Shaik Sayyad Shaik Mahmood ,Maharashtra,Aurangabad,M,33,IND,1530307.0,64.23,0.16,1572
205,3716,Ahamad Aziz Ahamad Mateen ,Maharashtra,Aurangabad,M,53,IND,1530307.0,64.23,0.16,1572
206,3717,Jagdip Vishwanath Shinde ,Maharashtra,Aurangabad,M,39,IND,1530307.0,64.23,0.16,1572
207,3718,Nandarkar Vishal Uddhav ,Maharashtra,Aurangabad,M,29,IND,1530307.0,64.23,0.13,1277
208,3719,Raju Baburao Dole ,Maharashtra,Aurangabad,M,44,IND,1530307.0,64.23,0.13,1277
209,3720,Mohmmad Kismatwala Kasim Kismatwala ,Maharashtra,Aurangabad,M,37,GAAP,1530307.0,64.23,0.12,1179
210,3721,Jadhav Pushpa Shantilal ,Maharashtra,Aurangabad,M,40,ANC,1530307.0,64.23,0.11,1081
211,3722,Dr. Feroz Khan Murtuza Khan ,Maharashtra,Aurangabad,M,44,IND,1530307.0,64.23,0.1,982
212,3723,Bhanudas Ramdas Sarode ,Maharashtra,Aurangabad,M,39,IND,1530307.0,64.23,0.1,982
213,3724,Banswal Mannalal Premchand ,Maharashtra,Aurangabad,M,47,PRCP,1530307.0,64.23,0.09,884
214,3725,Balasaheb Asaram Sarate ,Maharashtra,Aurangabad,M,45,IND,1530307.0,64.23,0.09,884
215,3726,Jawaharlal Laxman Bhagure ,Maharashtra,Aurangabad,M,30,IND,1530307.0,64.23,0.09,884
216,3727,Balasaheb Vitthal Aware ,Maharashtra,Aurangabad,M,49,IND,1530307.0,64.23,0.06,589
217,842,Bhola Singh ,Bihar,Begusarai,M,75,BJP,1741045.0,61.91,39.73,428242
218,843,Md. Tanveer Hassan ,Bihar,Begusarai,M,54,RJD,1741045.0,61.91,34.32,369928
219,844,Rajendra Prasad Singh ,Bihar,Begusarai,M,68,CPI,1741045.0,61.91,17.87,192617
220,845,Vaij Nath Paswan ,Bihar,Begusarai,M,37,IND,1741045.0,61.91,1.13,12180
221,846,Sushil Kumar ,Bihar,Begusarai,M,35,IND,1741045.0,61.91,1.03,11102
222,847,Ram Padarath Yadav ,Bihar,Begusarai,M,47,BSP,1741045.0,61.91,0.84,9054
223,848,Sunil Kumar ,Bihar,Begusarai,M,56,AAP,1741045.0,61.91,0.8,8623
224,849,Pinki Devi ,Bihar,Begusarai,F,28,BHMP,1741045.0,61.91,0.45,4850
225,850,Rajendra Yadav ,Bihar,Begusarai,M,45,IND,1741045.0,61.91,0.43,4634
226,851,Mohammad Javed ,Bihar,Begusarai,M,44,IND,1741045.0,61.91,0.32,3449
227,852,Hari Kant Prasad ,Bihar,Begusarai,M,37,BHBC,1741045.0,61.91,0.31,3341
228,853,Pankaj Paswan ,Bihar,Begusarai,M,29,IND,1741045.0,61.91,0.31,3341
229,872,Ashwini Kumar Choubey ,Bihar,Buxar,M,61,BJP,1593050.0,55.75,35.92,319014
230,873,Jagadanand Singh ,Bihar,Buxar,M,70,RJD,1593050.0,55.75,21.02,186683
231,874,Dadan Yadav ,Bihar,Buxar,M,50,BSP,1593050.0,55.75,20.8,184730
232,875,Shyam Lal Singh Kushwaha ,Bihar,Buxar,M,59,JD(U),1593050.0,55.75,13.17,116966
233,876,Indu Singh ,Bihar,Buxar,F,36,CPI(ML)(L),1593050.0,55.75,1.47,13055
234,877,Sheo Gopal Choudhary ,Bihar,Buxar,M,74,IND,1593050.0,55.75,1.4,12433
235,878,Sweta Pathak ,Bihar,Buxar,M,30,AAP,1593050.0,55.75,0.89,7904
236,879,Mokarram Hussain ,Bihar,Buxar,M,60,SBSP,1593050.0,55.75,0.85,7549
237,880,Pradeep Kumar Prasad ,Bihar,Buxar,M,34,PMSP,1593050.0,55.75,0.78,6927
238,881,Narendra Pratap Singh ,Bihar,Buxar,M,33,IND,1593050.0,55.75,0.69,6128
239,882,Lallan Rupnarain Pathak ,Bihar,Buxar,M,70,IND,1593050.0,55.75,0.6,5328
240,883,Shio Kumar Sharma ,Bihar,Buxar,M,58,JP(S),1593050.0,55.75,0.39,3463
241,884,Rajendra Kumar Singh Chouhan ,Bihar,Buxar,M,48,BVM,1593050.0,55.75,0.31,2753
242,885,Tafir Hussain ,Bihar,Buxar,M,48,HINVP,1593050.0,55.75,0.25,2220
243,886,Parshuram Prasad ,Bihar,Buxar,M,35,BHMP,1593050.0,55.75,0.23,2042
244,887,Monibur Rahman ,Bihar,Buxar,M,38,JDR,1593050.0,55.75,0.21,1865
