,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
245,1144,Likhesh Damji Momaya ,Gujarat,Kutch,M,41,JD(U),1006563.0,45.6,1.54,7068
246,1145,Engineer Anil Kanayalal Belani ,Gujarat,Kutch,M,33,IND,1006563.0,45.6,0.7,3212
247,1146,Jat Umar Hushen ,Gujarat,Kutch,M,34,IND,1006563.0,45.6,0.67,3075
248,1147,Koli Gangaram Lakha ,Gujarat,Kutch,M,42,IND,1006563.0,45.6,0.65,2983
249,1158,Kanodia Maheshkumar Mithabhai ,Gujarat,Patan,M,67,BJP,1132998.0,47.5,50.91,273984
250,1159,Rastrapal Pravin Somabhai ,Gujarat,Patan,M,64,INC,1132998.0,47.5,46.52,250358
251,1160,Karbatiya Ishwarbhai Lallubhai ,Gujarat,Patan,M,65,BSP,1132998.0,47.5,2.57,13831
252,1161,Patel Harilal Madhavjibhai (Haribhai Patel) ,Gujarat,Porbandar,M,51,BJP,995027.0,49.29,46.71,229088
253,1162,Radadiya Vithalbhai Hansrajbhai ,Gujarat,Porbandar,M,44,INC,995027.0,49.29,45.55,223399
254,1163,Mavani Ajaybhai Vrujlal ,Gujarat,Porbandar,M,26,IND,995027.0,49.29,2.87,14075
255,1164,Tukadiya Gordhan Rajabhai ,Gujarat,Porbandar,M,46,IND,995027.0,49.29,1.82,8926
256,1165,Bhutiya Keshavbhai Aebhabhai ,Gujarat,Porbandar,M,68,BSP,995027.0,49.29,1.49,7307
257,1166,Bandiya Madhubhai Meghabhai ,Gujarat,Porbandar,M,43,IND,995027.0,49.29,0.87,4266
258,1167,Mansukhbhai Sundarji Dhokai ,Gujarat,Porbandar,M,49,IND,995027.0,49.29,0.7,3433
259,1168,Dr. Kathiria Vallabhbhai Ramjibhai ,Gujarat,Rajkot,M,49,BJP,1650135.0,32.64,59.52,320577
260,1169,Balvantbhai Bachubhai Manvar ,Gujarat,Rajkot,M,61,NCP,1650135.0,32.64,32.79,176608
261,1170,Karanbhai Maldhari ,Gujarat,Rajkot,M,52,BSP,1650135.0,32.64,4.21,22675
262,1171,Multani Subhanbhai Popatbhai ,Gujarat,Rajkot,M,47,IND,1650135.0,32.64,2.38,12818
263,1172,Dalabhai Raghavjibhai Loriya ,Gujarat,Rajkot,M,61,IND,1650135.0,32.64,1.1,5924
264,1178,Kashiram Rana ,Gujarat,Surat,M,65,BJP,2377198.0,37.7,56.69,508057
265,1179,Chandravadan Chhotubhai Pithawala ,Gujarat,Surat,M,46,INC,2377198.0,37.7,39.89,357495
266,1180,Sandis Mavjibhai Laxmanbhai ,Gujarat,Surat,M,57,IND,2377198.0,37.7,1.56,13980
267,1181,Patel Arjunbhai Bhikhabhai ,Gujarat,Surat,M,47,BSP,2377198.0,37.7,0.89,7976
268,1182,Nagmal Prabhakar Somabhai ,Gujarat,Surat,M,45,IND,2377198.0,37.7,0.64,5735
269,1183,Govindbhai Laxmanbhai Rathod ,Gujarat,Surat,M,47,IND,2377198.0,37.7,0.33,2957
270,1184,Koli Patel Somabhai Gandabhai ,Gujarat,Surendranagar,M,63,BJP,1109656.0,41.05,48.26,219830
271,1185,Savshibhai Kanjibhai Makwana ,Gujarat,Surendranagar,M,72,INC,1109656.0,41.05,40.81,185895
272,1186,Jinjariya Ratilal Savsi ,Gujarat,Surendranagar,M,51,BSP,1109656.0,41.05,3.4,15487
273,1187,Vaghela Satubha Kanubha ,Gujarat,Surendranagar,M,69,IND,1109656.0,41.05,3.24,14758
274,1188,Bhatt Sunil Sanatbhai ,Gujarat,Surendranagar,M,39,SP,1109656.0,41.05,1.5,6832
275,1189,Patel Amrutlal Hirjibhai ,Gujarat,Surendranagar,M,52,IND,1109656.0,41.05,0.88,4008
276,1190,Devjibhai Govindbhai Fatepara ,Gujarat,Surendranagar,M,47,IND,1109656.0,41.05,0.83,3780
277,1191,Kanjibhai Shivabhai Patel ,Gujarat,Surendranagar,M,50,IND,1109656.0,41.05,0.63,2869
278,1192,Dudhatra Mukundbhai Govindbhai ,Gujarat,Surendranagar,M,36,IND,1109656.0,41.05,0.45,2049
279,1333,Kishan Singh Sangwan ,Haryana,Sonepat,M,54,BJP,1138771.0,64.73,31.67,233447
280,1334,Dharam Pal Singh Malik ,Haryana,Sonepat,M,60,INC,1138771.0,64.73,30.65,225929
281,1335,Krishna ,Haryana,Sonepat,F,51,INLD,1138771.0,64.73,26.98,198876
282,1336,Sugan Gupta ,Haryana,Sonepat,M,50,BSP,1138771.0,64.73,5.04,37151
283,1337,Jagbir Singh Malik ,Haryana,Sonepat,M,50,IND,1138771.0,64.73,2.87,21155
284,1338,Shamsher ,Haryana,Sonepat,M,35,IND,1138771.0,64.73,0.4,2948
285,1339,Sant Ram ,Haryana,Sonepat,M,39,IND,1138771.0,64.73,0.39,2874
286,1340,Sityender ,Haryana,Sonepat,M,26,IND,1138771.0,64.73,0.28,2063
287,1341,Basant ,Haryana,Sonepat,M,35,IND,1138771.0,64.73,0.24,1769
288,1342,Satbir ,Haryana,Sonepat,M,46,IND,1138771.0,64.73,0.23,1695
289,1343,Hari Parkash ,Haryana,Sonepat,M,50,IND,1138771.0,64.73,0.22,1621
290,1344,Kirpal Singh ,Haryana,Sonepat,M,41,JD(S),1138771.0,64.73,0.18,1326
291,1345,Braham Singh ,Haryana,Sonepat,M,52,IND,1138771.0,64.73,0.16,1179
292,1346,Balbir Singh ,Haryana,Sonepat,M,48,RSBP,1138771.0,64.73,0.14,1031
293,1347,Jagdish Rai Aggarwal ,Haryana,Sonepat,M,63,IND,1138771.0,64.73,0.13,958
294,1348,Krishana ,Haryana,Sonepat,M,30,IND,1138771.0,64.73,0.1,737
295,1349,Sube Singh ,Haryana,Sonepat,M,56,JCP,1138771.0,64.73,0.09,663
296,1350,Naveen Kumar ,Haryana,Sonepat,M,28,IND,1138771.0,64.73,0.08,589
297,1351,Jai Kishan ,Haryana,Sonepat,M,35,IND,1138771.0,64.73,0.08,589
298,1352,Satya Pal ,Haryana,Sonepat,M,43,LJNSP,1138771.0,64.73,0.07,515
299,1353,Suresh Chandel ,Himachal Pradesh,Hamirpur,M,44,BJP,1064238.0,61.46,47.89,313239
300,1354,Thakur Ram Lal ,Himachal Pradesh,Hamirpur,M,53,INC,1064238.0,61.46,47.64,311604
301,1355,Mohar Singh Mastana ,Himachal Pradesh,Hamirpur,M,60,BSP,1064238.0,61.46,1.45,9484
302,1356,Rameshwari Kanwar ,Himachal Pradesh,Hamirpur,F,60,IND,1064238.0,61.46,0.85,5559
303,1357,Ranjit Singh ,Himachal Pradesh,Hamirpur,M,72,JD(S),1064238.0,61.46,0.68,4447
304,1358,Col. Matwar Singh ( Retd.) ,Himachal Pradesh,Hamirpur,M,60,IND,1064238.0,61.46,0.65,4251
305,1359,Gopi Chand ,Himachal Pradesh,Hamirpur,M,49,IND,1064238.0,61.46,0.48,3139
306,1360,Khushi Ram ,Himachal Pradesh,Hamirpur,M,58,IND,1064238.0,61.46,0.18,1177
307,1361,Capt. S. S. Kalmotia ( Retd.) ,Himachal Pradesh,Hamirpur,M,53,IND,1064238.0,61.46,0.18,1177
308,4370,Rajnarayan Alias Rajju Mahraj ,Uttar Pradesh,Hamirpur,M,40,SP,1185235.0,50.97,36.57,220924
309,4371,Ashok Kumar Singh Chandel ,Uttar Pradesh,Hamirpur,M,44,BSP,1185235.0,50.97,30.42,183771
310,4372,Gangacharan Rajput ,Uttar Pradesh,Hamirpur,M,42,INC,1185235.0,50.97,18.49,111700
311,4373,Surendra Pal Singh ,Uttar Pradesh,Hamirpur,M,35,BJP,1185235.0,50.97,7.35,44402
312,4374,Hargovind ,Uttar Pradesh,Hamirpur,M,38,IND,1185235.0,50.97,2.1,12686
313,4375,Suresh Kumar ,Uttar Pradesh,Hamirpur,M,40,IND,1185235.0,50.97,1.73,10451
314,4376,Lakhan ,Uttar Pradesh,Hamirpur,M,36,IND,1185235.0,50.97,0.8,4832
315,4377,Ashok ,Uttar Pradesh,Hamirpur,M,42,AD,1185235.0,50.97,0.67,4047
316,4378,Rakesh ,Uttar Pradesh,Hamirpur,M,38,IND,1185235.0,50.97,0.46,2778
317,4379,Lallu Prasad ,Uttar Pradesh,Hamirpur,M,35,IND,1185235.0,50.97,0.33,1993
318,4380,Yogendra Singh ,Uttar Pradesh,Hamirpur,M,25,IND,1185235.0,50.97,0.24,1449
319,4381,Baladin ,Uttar Pradesh,Hamirpur,M,35,IND,1185235.0,50.97,0.24,1449
320,4382,Om Prakash ,Uttar Pradesh,Hamirpur,M,56,IND,1185235.0,50.97,0.23,1389
321,4383,Ram Bihari ,Uttar Pradesh,Hamirpur,M,36,IND,1185235.0,50.97,0.22,1329
322,4384,Girjacharan ,Uttar Pradesh,Hamirpur,M,40,IND,1185235.0,50.97,0.15,906
323,1569,Babulal Marandi ,Jharkhand,Kodarma,M,45,BJP,1325734.0,62.28,44.4,366596
324,1570,Champa Verma ,Jharkhand,Kodarma,F,57,JMM,1325734.0,62.28,25.64,211701
325,1571,Raj Kumar Yadav ,Jharkhand,Kodarma,M,33,CPI(ML)(L),1325734.0,62.28,16.54,136565
326,1572,Tilakdhari Prasad Singh ,Jharkhand,Kodarma,M,62,INC,1325734.0,62.28,6.52,53833
327,1573,Mahesh Ram ,Jharkhand,Kodarma,M,29,BSP,1325734.0,62.28,2.07,17091
328,1574,Ram Balak Choudhary ,Jharkhand,Kodarma,M,37,IND,1325734.0,62.28,1.71,14118
329,1575,Deo Charan Das ,Jharkhand,Kodarma,M,35,IND,1325734.0,62.28,1.12,9247
330,1576,Krishnadeo Yadav ,Jharkhand,Kodarma,M,46,SP,1325734.0,62.28,0.69,5697
331,1577,Umesh Chandra Tribedi ,Jharkhand,Kodarma,M,37,JKP,1325734.0,62.28,0.67,5531
332,1578,Yogendra Kumar Sinha ,Jharkhand,Kodarma,M,36,IND,1325734.0,62.28,0.64,5284
333,1641,Gaddigoudar Parvatagouda Chandanagouda ,Karnataka,Bagalkot,M,52,BJP,1324829.0,65.55,52.9,459397
334,1642,Patil R S ,Karnataka,Bagalkot,M,71,INC,1324829.0,65.55,33.63,292051
335,1643,Sanglikar Dharappa Siddappa ,Karnataka,Bagalkot,M,42,JD(S),1324829.0,65.55,7.38,64089
336,1644,Aari Noormohd Kasimsahab ,Karnataka,Bagalkot,M,45,BSP,1324829.0,65.55,3.23,28050
337,1645,Basavaraj Devaru ,Karnataka,Bagalkot,M,34,KNDP,1324829.0,65.55,2.86,24836
338,1646,Dr H T Sangliana ,Karnataka,Bangalore North,M,61,BJP,2133579.0,54.24,40.93,473663
339,1647,C K Jaffer Sharief ,Karnataka,Bangalore North,M,70,INC,2133579.0,54.24,38.29,443112
340,1648,C M Ibrahim ,Karnataka,Bangalore North,M,55,JD(S),2133579.0,54.24,18.02,208537
341,1649,M Venkatesh ,Karnataka,Bangalore North,M,47,IND,2133579.0,54.24,1.0,11572
342,1650,Joe Simon ,Karnataka,Bangalore North,M,58,KNDP,2133579.0,54.24,0.62,7174
343,1651,Mohamad Ibrahim ,Karnataka,Bangalore North,M,65,IND,2133579.0,54.24,0.59,6827
344,1652,Meer Layaq Hussain ,Karnataka,Bangalore North,M,36,IND,2133579.0,54.24,0.31,3587
345,1653,K Uma ,Karnataka,Bangalore North,F,47,IND,2133579.0,54.24,0.23,2661
346,1654,Ananth Kumar ,Karnataka,Bangalore South,M,44,BJP,1622138.0,49.36,48.3,386731
347,1655,Krishnappa M ,Karnataka,Bangalore South,M,51,INC,1622138.0,49.36,40.52,324438
348,1656,Jayanthi ,Karnataka,Bangalore South,F,50,JD(S),1622138.0,49.36,9.69,77586
349,1657,Srinivasa S V ,Karnataka,Bangalore South,M,55,IND,1622138.0,49.36,0.63,5044
350,1658,Guinness Hotte Paksha Rangaswamy ,Karnataka,Bangalore South,M,70,IND,1622138.0,49.36,0.41,3282
351,1659,Dr Manjunath B R ,Karnataka,Bangalore South,M,44,IND,1622138.0,49.36,0.24,1921
352,1660,Bhadrappa ,Karnataka,Bangalore South,M,45,IND,1622138.0,49.36,0.22,1761
353,1661,Angadi Suresh Chanabasappa ,Karnataka,Belgaum,M,48,BJP,1354182.0,66.01,45.96,410834
354,1662,Amarsinh Vasantrao Patil ,Karnataka,Belgaum,M,43,INC,1354182.0,66.01,36.48,326093
355,1663,Jameelahamed Reza ,Karnataka,Belgaum,M,60,JD(S),1354182.0,66.01,7.48,66863
356,1664,Jadhav Dattateya Narayan ,Karnataka,Belgaum,M,40,IND,1354182.0,66.01,4.36,38973
357,1665,Balasaheb Patil ,Karnataka,Belgaum,M,71,SHS,1354182.0,66.01,3.12,27889
358,1666,Sidnal Shashikant Shanmukhappa ,Karnataka,Belgaum,M,36,KNDP,1354182.0,66.01,1.43,12782
359,1667,Shamasundar Gaekwad V S ,Karnataka,Belgaum,M,52,USYP,1354182.0,66.01,1.18,10547
360,1668,G Karunakara Reddy ,Karnataka,Bellary,M,41,BJP,1423161.0,66.78,33.57,319044
361,1669,K C Kondaiah ,Karnataka,Bellary,M,53,INC,1423161.0,66.78,30.23,287301
362,1670,Guligi Nagaraj ,Karnataka,Bellary,M,43,JD(S),1423161.0,66.78,26.08,247860
363,1671,B Kamala Nabhan ,Karnataka,Bellary,M,58,BSP,1423161.0,66.78,3.82,36304
364,1672,K Somashekara ,Karnataka,Bellary,M,37,IND,1423161.0,66.78,2.07,19673
365,1673,Narayana Moorthy P ,Karnataka,Bellary,M,45,IND,1423161.0,66.78,1.85,17582
366,1674,Idli Ramappa ,Karnataka,Bellary,M,37,CPI(ML)(L),1423161.0,66.78,1.31,12450
367,1675,Ghousia Begum ,Karnataka,Bellary,F,26,IND,1423161.0,66.78,1.08,10264
368,1676,Ramchandra Veerappa ,Karnataka,Bidar,M,94,BJP,1372985.0,59.42,38.35,312869
369,1677,Narsingrao Hulla Suryawanshi ,Karnataka,Bidar,M,52,INC,1372985.0,59.42,35.45,289210
370,1678,Motiram Chowdhary ,Karnataka,Bidar,M,60,JD(S),1372985.0,59.42,21.24,173281
371,1679,Surendra Narendra Dande ,Karnataka,Bidar,M,39,KNDP,1372985.0,59.42,3.18,25943
372,1680,Dhanaji Bhima Lamani ,Karnataka,Bidar,M,27,RSP,1372985.0,59.42,1.78,14521
373,1681,Basanagouda R Patil(Yatnal) ,Karnataka,Bijapur,M,41,BJP,1328325.0,59.45,43.67,344857
374,1682,Basanagouda Somanagouda Patil (Managuli) ,Karnataka,Bijapur,M,74,INC,1328325.0,59.45,38.92,307347
375,1683,Khed Ningappa Siddappa ,Karnataka,Bijapur,M,55,JD(S),1328325.0,59.45,17.41,137484
376,1698,Ramesh ,Karnataka,Chikkodi,M,52,BJP,1184275.0,70.76,45.3,379610
377,1699,Ghatage Shama Bhima ,Karnataka,Chikkodi,M,42,INC,1184275.0,70.76,40.11,336118
378,1700,Khokate Shivabal Ramachandra ,Karnataka,Chikkodi,M,61,JD(S),1184275.0,70.76,7.96,66704
379,1701,Gopinath M ,Karnataka,Chikkodi,M,46,BSP,1184275.0,70.76,3.49,29245
380,1702,Katti Avinash Datta ,Karnataka,Chikkodi,M,57,IND,1184275.0,70.76,1.85,15502
381,1703,Chandrakant Ranoji Vinayak ,Karnataka,Chikkodi,M,63,KNDP,1184275.0,70.76,1.3,10893
382,1704,Srikantappa D C ,Karnataka,Chikmagalur,M,76,BJP,1121327.0,73.06,41.67,341377
383,1705,Shankar B L ,Karnataka,Chikmagalur,M,51,INC,1121327.0,73.06,32.68,267728
384,1706,Tharadevi Siddhartha D K ,Karnataka,Chikmagalur,F,57,JD(S),1121327.0,73.06,21.05,172450
385,1707,Srikanta Murthy H B ,Karnataka,Chikmagalur,M,61,IND,1121327.0,73.06,1.96,16057
386,1708,Umeshkumar S ,Karnataka,Chikmagalur,M,33,KNDP,1121327.0,73.06,1.27,10404
387,1709,Rudraiah B ,Karnataka,Chikmagalur,M,35,IND,1121327.0,73.06,0.72,5898
388,1710,Babu Mogera U ,Karnataka,Chikmagalur,M,42,IND,1121327.0,73.06,0.66,5406
389,1717,Siddeswara G M ,Karnataka,Davangere,M,52,BJP,1332608.0,68.32,40.7,370548
390,1718,Mallikarjun S S ,Karnataka,Davangere,M,36,INC,1332608.0,68.32,37.11,337863
391,1719,Channaiah Odeyar ,Karnataka,Davangere,M,83,JD(S),1332608.0,68.32,17.41,158507
392,1720,Dr Sridhara Udupa ,Karnataka,Davangere,M,51,IND,1332608.0,68.32,1.82,16569
393,1721,Madappa R ,Karnataka,Davangere,M,40,IND,1332608.0,68.32,1.61,14658
394,1722,Mallikarjuna Swamy T M ,Karnataka,Davangere,M,34,IND,1332608.0,68.32,1.35,12290
395,1723,Prahlad Joshi ,Karnataka,Dharwad North,M,42,BJP,1250578.0,64.81,47.51,385068
396,1724,Patil B S ,Karnataka,Dharwad North,M,60,INC,1250578.0,64.81,37.26,301992
397,1725,Shagoti Chikkappa Ningappa ,Karnataka,Dharwad North,M,50,JD(S),1250578.0,64.81,6.49,52601
398,1726,Jagadguru Mate Mahadevi ,Karnataka,Dharwad North,F,58,KNDP,1250578.0,64.81,3.41,27638
399,1727,Badni Hemaraj Adiveppa ,Karnataka,Dharwad North,M,44,IND,1250578.0,64.81,2.01,16291
400,1728,Bakkai Laxman Chandrappa ,Karnataka,Dharwad North,M,41,BSP,1250578.0,64.81,1.6,12967
401,1729,Kusugal Channa Basappa Shiddabasappa ,Karnataka,Dharwad North,M,43,IND,1250578.0,64.81,1.06,8591
402,1730,Ashok Badiger ,Karnataka,Dharwad North,M,43,SP,1250578.0,64.81,0.67,5430
403,1731,Kunnur Manjunath ,Karnataka,Dharwad South,M,49,BJP,1203671.0,71.85,51.2,442796
404,1732,Prog. I G Sanadi ,Karnataka,Dharwad South,M,68,INC,1203671.0,71.85,34.42,297677
405,1733,Prema Sanganabasanagouda Patil ,Karnataka,Dharwad South,F,39,JD(S),1203671.0,71.85,8.85,76538
406,1734,Hosamani Mohamed Haneef Meerasab ,Karnataka,Dharwad South,M,46,IND,1203671.0,71.85,2.73,23610
407,1735,Shiddanagouda ,Karnataka,Dharwad South,M,58,KNDP,1203671.0,71.85,1.43,12367
408,1736,Syed Roshan Mulla ,Karnataka,Dharwad South,M,33,BSP,1203671.0,71.85,1.37,11848
409,1759,Ananthkumar Hegde ,Karnataka,Kanara,M,35,BJP,1207373.0,69.07,51.94,433144
410,1760,Alva Margaret ,Karnataka,Kanara,F,62,INC,1207373.0,69.07,31.29,260937
411,1761,Devaraya Naik G ,Karnataka,Kanara,M,56,JD(S),1207373.0,69.07,8.33,69466
412,1762,Neernalli Ramakrishn ,Karnataka,Kanara,M,50,JP,1207373.0,69.07,2.9,24184
413,1763,Jayant Mukund Tinaikar ,Karnataka,Kanara,M,44,KNDP,1207373.0,69.07,2.38,19847
414,1764,Mutaguppi Laxmesh Putta ,Karnataka,Kanara,M,34,IND,1207373.0,69.07,2.1,17512
415,1765,Ajeya Madhav Shanbhag ,Karnataka,Kanara,M,70,IND,1207373.0,69.07,1.05,8756
416,1785,Sadananda Gowda D V ,Karnataka,Mangalore,M,51,BJP,1177989.0,67.2,48.61,384800
417,1786,Veerappa Moily M ,Karnataka,Mangalore,M,64,INC,1177989.0,67.2,44.39,351395
418,1787,Subbaiah A K ,Karnataka,Mangalore,M,68,JD(S),1177989.0,67.2,5.02,39738
419,1788,Rohit Kumar Joshi ,Karnataka,Mangalore,M,32,KNDP,1177989.0,67.2,1.98,15673
420,1789,Vijayashankar C H ,Karnataka,Mysore,M,48,BJP,1478718.0,64.74,33.06,316490
421,1790,Guruswamy A S ,Karnataka,Mysore,M,63,JD(S),1478718.0,64.74,32.0,306343
422,1791,Srikantadatta Narasimharaja Wadiyar ,Karnataka,Mysore,M,51,INC,1478718.0,64.74,31.26,299258
423,1792,Srinath P N ,Karnataka,Mysore,M,36,IND,1478718.0,64.74,1.98,18954
424,1793,Kalimulla Khan ,Karnataka,Mysore,M,54,KNDP,1478718.0,64.74,1.71,16370
425,1798,Bangarappa S ,Karnataka,Shimoga,M,71,BJP,1257953.0,70.53,50.73,450093
426,1799,Ayanur Manjunath ,Karnataka,Shimoga,M,48,INC,1257953.0,70.53,42.15,373969
427,1800,Madappa G ,Karnataka,Shimoga,M,72,JD(S),1257953.0,70.53,2.41,21382
428,1801,Sachidevi ,Karnataka,Shimoga,F,56,IND,1257953.0,70.53,2.12,18809
429,1802,Doddanna S ,Karnataka,Shimoga,M,55,JP,1257953.0,70.53,1.84,16325
430,1803,Chandrappa D M ,Karnataka,Shimoga,M,54,KNDP,1257953.0,70.53,0.76,6742
431,1804,Mallikarjunaiah S ,Karnataka,Tumkur,M,74,BJP,1221507.0,70.71,35.08,302995
432,1805,Jagadeesh D L ,Karnataka,Tumkur,M,48,JD(S),1221507.0,70.71,34.81,300663
433,1806,Basavaraj G S ,Karnataka,Tumkur,M,63,INC,1221507.0,70.71,26.36,227678
434,1807,Pavagada Sreeram ,Karnataka,Tumkur,M,33,IND,1221507.0,70.71,2.56,22111
435,1808,Choudhari Veer Singh ,Karnataka,Tumkur,M,39,SP,1221507.0,70.71,1.19,10278
436,1809,Manorama Madhwaraj ,Karnataka,Udupi,F,64,BJP,1138398.0,68.55,47.37,369662
437,1810,Vinaya Kumar Sorake ,Karnataka,Udupi,M,49,INC,1138398.0,68.55,43.65,340632
438,1811,Taranatha Shetty ,Karnataka,Udupi,M,60,JD(S),1138398.0,68.55,5.84,45573
439,1812,Oswald Fernandes ,Karnataka,Udupi,M,41,KNDP,1138398.0,68.55,3.14,24503
440,1994,Gauri Shankar Chaturbhuj Bisen ,Madhya Pradesh,Balaghat,M,52,BJP,1000341.0,60.91,31.84,194003
441,1995,Kankar Munjare ,Madhya Pradesh,Balaghat,M,47,JP,1000341.0,60.91,17.38,105897
442,1996,Hirasan Uikey ,Madhya Pradesh,Balaghat,F,40,GGP,1000341.0,60.91,15.95,97184
443,1997,Pushpa Bisen ,Madhya Pradesh,Balaghat,F,45,INC,1000341.0,60.91,13.97,85120
444,1998,Udaysingh Pancheshwar ,Madhya Pradesh,Balaghat,M,53,BSP,1000341.0,60.91,11.88,72385
445,1999,Bhikkhoo R. D. K. Pragyasheel ,Madhya Pradesh,Balaghat,M,72,IND,1000341.0,60.91,2.71,16512
446,2000,Kishor Samrite ,Madhya Pradesh,Balaghat,M,38,SP,1000341.0,60.91,2.55,15537
447,2001,Govardhan S/O Kunwarlal Mohare ,Madhya Pradesh,Balaghat,M,40,RLD,1000341.0,60.91,1.46,8895
448,2002,Siddharth Gajbhiye ( Adhivakta ) ,Madhya Pradesh,Balaghat,M,27,RPI,1000341.0,60.91,1.22,7433
449,2003,Dhaneshawar Lilhare ,Madhya Pradesh,Balaghat,M,35,IND,1000341.0,60.91,1.05,6397
450,2004,Khandelwal Vijay Kumar ( Munni Bhaia) ,Madhya Pradesh,Betul,M,68,BJP,1122830.0,48.78,52.58,287989
451,2005,Rajendra Jaiswal ,Madhya Pradesh,Betul,M,52,INC,1122830.0,48.78,23.82,130466
452,2006,Sunilam ,Madhya Pradesh,Betul,M,42,SP,1122830.0,48.78,13.58,74379
453,2007,Gunta Lokhande ,Madhya Pradesh,Betul,F,37,IND,1122830.0,48.78,2.86,15664
454,2008,Bindiya Dashryamkar ,Madhya Pradesh,Betul,F,30,BSP,1122830.0,48.78,2.54,13911
455,2009,Meera Uikey ,Madhya Pradesh,Betul,F,34,GGP,1122830.0,48.78,2.08,11392
456,2010,Shamim Modi ,Madhya Pradesh,Betul,F,41,SWJP,1122830.0,48.78,1.72,9420
457,2011,Ashok Sahu ( Maharaj) ,Madhya Pradesh,Betul,M,36,IND,1122830.0,48.78,0.82,4491
458,2012,Ramlakhan Singh ,Madhya Pradesh,Bhind,M,52,BJP,1388299.0,43.68,38.71,234740
459,2013,Satyadev Katare ,Madhya Pradesh,Bhind,M,47,INC,1388299.0,43.68,37.56,227767
460,2014,Phoolsingh Baraiya ,Madhya Pradesh,Bhind,M,42,SMSP,1388299.0,43.68,9.84,59670
461,2015,Ramsingh Dhakre ,Madhya Pradesh,Bhind,M,66,BSP,1388299.0,43.68,7.23,43843
462,2016,Narendra Singh Bhadoria ( Daddy) ,Madhya Pradesh,Bhind,M,68,SP,1388299.0,43.68,2.96,17949
463,2017,Lt. Colonel ( Retired) Shivnath Singh ,Madhya Pradesh,Bhind,M,60,IND,1388299.0,43.68,0.71,4305
464,2018,Shambhoodayal Baghel Advocate ,Madhya Pradesh,Bhind,M,54,LSWP,1388299.0,43.68,0.7,4244
465,2019,Ashok Kumar Jatav ,Madhya Pradesh,Bhind,M,30,NLP,1388299.0,43.68,0.52,3153
466,2020,Shantosh Singh ,Madhya Pradesh,Bhind,M,40,IND,1388299.0,43.68,0.41,2486
467,2021,Ramkumar Tripathi ( Seeti) ,Madhya Pradesh,Bhind,M,28,IND,1388299.0,43.68,0.3,1819
468,2022,Manoj Singh ,Madhya Pradesh,Bhind,M,29,IND,1388299.0,43.68,0.28,1697
469,2023,Pradeep ,Madhya Pradesh,Bhind,M,28,IND,1388299.0,43.68,0.26,1576
470,2024,Chaudhari Arun Kumar ,Madhya Pradesh,Bhind,M,28,IND,1388299.0,43.68,0.19,1152
471,2025,Narendra Singh ,Madhya Pradesh,Bhind,M,30,IND,1388299.0,43.68,0.18,1091
472,2026,"Ashok "" Sharma"" ",Madhya Pradesh,Bhind,M,39,IND,1388299.0,43.68,0.15,909
473,2027,Kailash Joshi ,Madhya Pradesh,Bhopal,M,73,BJP,1847544.0,46.47,65.41,561579
474,2028,Sajid Ali ,Madhya Pradesh,Bhopal,M,53,INC,1847544.0,46.47,29.77,255591
475,2029,G. S. Chawala ,Madhya Pradesh,Bhopal,M,65,BSP,1847544.0,46.47,1.95,16741
476,2030,Brij Basi Lal Sharma ,Madhya Pradesh,Bhopal,M,67,IND,1847544.0,46.47,0.93,7984
477,2031,Archana Shrivastava ,Madhya Pradesh,Bhopal,F,36,SVSP,1847544.0,46.47,0.5,4292
478,2032,Pramod Gupta ,Madhya Pradesh,Bhopal,M,28,SP,1847544.0,46.47,0.46,3949
479,2033,Altaf Ahmed ,Madhya Pradesh,Bhopal,M,25,IND,1847544.0,46.47,0.29,2489
480,2034,Revti Singh Maravi ,Madhya Pradesh,Bhopal,M,30,GGP,1847544.0,46.47,0.27,2318
481,2035,Upendra Tiwari ,Madhya Pradesh,Bhopal,M,35,RSGP,1847544.0,46.47,0.24,2060
482,2036,Anil Kumar Bharti ,Madhya Pradesh,Bhopal,M,27,ABHM,1847544.0,46.47,0.19,1631
483,2064,Chandrabhan Bhaiya ,Madhya Pradesh,Damoh,M,47,BJP,1398478.0,42.28,45.98,271868
484,2065,Tilak Singh Lodhi ,Madhya Pradesh,Damoh,M,40,INC,1398478.0,42.28,29.98,177264
485,2066,Kunvar Vijay Bahadur Singh Bundela ,Madhya Pradesh,Damoh,M,43,SP,1398478.0,42.28,6.81,40265
486,2067,Ramkishore Yadav ,Madhya Pradesh,Damoh,M,40,BSP,1398478.0,42.28,6.28,37132
487,2068,Anil Tiwari ,Madhya Pradesh,Damoh,M,29,CPI,1398478.0,42.28,4.42,26134
488,2069,Makundiram Kushwaha ,Madhya Pradesh,Damoh,M,41,IND,1398478.0,42.28,2.41,14249
489,2070,Dashrath Singh Lodhi ,Madhya Pradesh,Damoh,M,58,GGP,1398478.0,42.28,2.22,13126
490,2071,Deo Raj Ahirwar ,Madhya Pradesh,Damoh,M,28,IND,1398478.0,42.28,1.16,6858
491,2072,Ashok Bharti Suman ,Madhya Pradesh,Damoh,M,33,IND,1398478.0,42.28,0.74,4375
492,2073,Chhatar Singh Darbar ,Madhya Pradesh,Dhar,M,50,BJP,1325680.0,53.06,49.12,345512
