,Sl. No.,Candidate Name,State,Constituency,Gender,Age,Party,Total Electors,Turn Out(%),Candidate Votes(%),Count Of Votes
514,1747,Narendrasinh Randhirsinh Vashi ,Gujarat,Bharuch,M,37,LSWP,1311537,57.14,0.26,1948
515,1748,Rana Rajendrasinh Ghanshyamsinh ,Gujarat,Bhavnagar,M,53,BJP,1381619,45.11,34.23,213337
516,1749,Gohilmahavirsinhbhagirathsinh ,Gujarat,Bhavnagar,M,52,INC,1381619,45.11,33.29,207479
517,1750,Zadafia Gordhanbhai Pragjibhai ,Gujarat,Bhavnagar,M,54,MJP,1381619,45.11,25.12,156559
518,1751,Harin Ramniklal Makwana ,Gujarat,Bhavnagar,M,37,IND,1381619,45.11,1.97,12277
519,1752,M.I.Solanki ,Gujarat,Bhavnagar,M,50,IND,1381619,45.11,0.96,5983
520,1753,Boricha Valjibhai Baghabhai ,Gujarat,Bhavnagar,M,51,BSP,1381619,45.11,0.63,3926
521,1754,Gohil Nanajibhai Madhabhai ,Gujarat,Bhavnagar,M,38,RPI(A),1381619,45.11,0.56,3490
522,1755,Chauhan Dhirubhai Karshanbhai ,Gujarat,Bhavnagar,M,39,IND,1381619,45.11,0.53,3303
523,1756,Punani Mukeshbhi Maganbhai ,Gujarat,Bhavnagar,M,43,IND,1381619,45.11,0.47,2929
524,1757,Nareshbhai Nanajibhai Sonani ,Gujarat,Bhavnagar,M,36,IND,1381619,45.11,0.4,2492
525,1758,Yadav(Koli) Tulshibhai Ramjibhai ,Gujarat,Bhavnagar,M,67,SP,1381619,45.11,0.38,2368
526,1759,Chudasama Mepabhai Mavjibhai ,Gujarat,Bhavnagar,M,42,IND,1381619,45.11,0.37,2306
527,1760,Kataria Zinabhai Nagajibhai ,Gujarat,Bhavnagar,M,49,IND,1381619,45.11,0.34,2119
528,1761,Atul Harshadrai Pandya ,Gujarat,Bhavnagar,M,46,BNJD,1381619,45.11,0.3,1869
529,1762,Dabhi Devjibhai Meghabhai ,Gujarat,Bhavnagar,M,29,SJP(R),1381619,45.11,0.29,1807
530,1763,Saparia Dinesh Nanubhai ,Gujarat,Bhavnagar,M,45,LPSP,1381619,45.11,0.17,1059
531,1764,Rathwa Ramsingbhai Patalbhai ,Gujarat,Chhota Udaipur,M,56,BJP,1412316,54.18,46.2,353519
532,1765,Rathwa Naranbhai Jemlabhai ,Gujarat,Chhota Udaipur,M,55,INC,1412316,54.18,42.67,326507
533,1766,Bhil Prakashbhai Somabhai ,Gujarat,Chhota Udaipur,M,36,BSP,1412316,54.18,5.75,43998
534,1767,Vasava(Bhil) Vitthalbhai Venibhai ,Gujarat,Chhota Udaipur,M,63,IND,1412316,54.18,5.38,41167
535,1775,Lal Krishna Advani ,Gujarat,Gandhinagar,M,81,BJP,1555709,50.83,54.89,434051
536,1776,Suresh Chaturdas Patel ,Gujarat,Gandhinagar,M,57,INC,1555709,50.83,39.49,312273
537,1777,Dr.Mallika Sarabhai ,Gujarat,Gandhinagar,F,55,IND,1555709,50.83,1.17,9251
538,1778,Rahul Chimanbhai Mehta ,Gujarat,Gandhinagar,M,40,IND,1555709,50.83,0.92,7275
539,1779,Mahantshri Dharamdasbapu ,Gujarat,Gandhinagar,M,45,IND,1555709,50.83,0.84,6642
540,1780,Rakesh Pandey ,Gujarat,Gandhinagar,M,31,BSP,1555709,50.83,0.75,5930
541,1781,Vaghela Sukhdevsinh Parbatsinh ,Gujarat,Gandhinagar,M,51,IND,1555709,50.83,0.55,4349
542,1782,Shah Mukesh ,Gujarat,Gandhinagar,M,32,IND,1555709,50.83,0.32,2530
543,1783,Makwana Anilkumar Somabhai ,Gujarat,Gandhinagar,M,44,IND,1555709,50.83,0.15,1186
544,1784,Trivedi Sunilbhai Manubhai ,Gujarat,Gandhinagar,M,47,MJP,1555709,50.83,0.13,1027
545,1785,Ashokkumar Ishvarbhai Patel ,Gujarat,Gandhinagar,M,33,BNJD,1555709,50.83,0.12,948
546,1786,Brahmbhatt Sanjaybhai Amarkumar ,Gujarat,Gandhinagar,M,39,IND,1555709,50.83,0.11,869
547,1787,Siddheshdineshbhai patel ,Gujarat,Gandhinagar,M,28,IND,1555709,50.83,0.1,790
548,1788,Kalpeshkumar Rajanikant Modi ,Gujarat,Gandhinagar,M,42,IND,1555709,50.83,0.09,711
549,1789,Parikh Heta Kumarpal ,Gujarat,Gandhinagar,F,45,IND,1555709,50.83,0.08,632
550,1790,Khalifa Samsuddin Nasiruddin (Jugnu) ,Gujarat,Gandhinagar,M,46,LSWP,1555709,50.83,0.08,632
551,1791,Thakur Rakeshbhai Rajdevsingh ,Gujarat,Gandhinagar,M,36,IND,1555709,50.83,0.07,553
552,1792,Memon Fatamaben Farukbhai ,Gujarat,Gandhinagar,F,42,IJP,1555709,50.83,0.06,474
553,1793,Dehli Firoz Ahmed ,Gujarat,Gandhinagar,M,41,AIMF,1555709,50.83,0.06,474
554,1816,Solanki Dinubhai Boghabhai ,Gujarat,Junagadh,M,51,BJP,1313064,57.88,46.75,355300
555,1817,Barad Jashubhai Dhanabhai ,Gujarat,Junagadh,M,54,INC,1313064,57.88,44.94,341544
556,1818,Harilal Ranchhodbhai Chauhan ,Gujarat,Junagadh,M,63,IND,1313064,57.88,3.06,23256
557,1819,Sevra Bachubhai Kalabhai ,Gujarat,Junagadh,M,62,IND,1313064,57.88,1.79,13604
558,1820,Kunjadiya Vallabhbhai Rambhai ,Gujarat,Junagadh,M,46,ABMSD,1313064,57.88,0.61,4636
559,1821,Dr. Koyani Bharatkumar Kanjibhai ,Gujarat,Junagadh,M,50,IND,1313064,57.88,0.58,4408
560,1822,Vala Virambhai Nathubhai ,Gujarat,Junagadh,M,58,IND,1313064,57.88,0.45,3420
561,1823,Chandulal Bhanubhai Dhaduk (Chandreshbhai) ,Gujarat,Junagadh,M,42,MJP,1313064,57.88,0.33,2508
562,1824,Dangar Brijesh Rambhai ,Gujarat,Junagadh,M,31,RWS,1313064,57.88,0.29,2204
563,1825,Parmar Savjibhai Bhikhabhai ,Gujarat,Junagadh,M,39,IND,1313064,57.88,0.25,1900
564,1826,Chand Mohamad Yusuf Umarbhai ,Gujarat,Junagadh,M,38,IND,1313064,57.88,0.21,1596
565,1827,Husenkhan Sarvarkhan Pathan ,Gujarat,Junagadh,M,60,SP,1313064,57.88,0.16,1216
566,1828,Hetalkumar Narotambhai Thumbar ,Gujarat,Junagadh,M,30,BNJD,1313064,57.88,0.15,1140
567,1829,Kamaliya Vashrambhai Punjabhai ,Gujarat,Junagadh,M,56,IND,1313064,57.88,0.14,1064
568,1830,Mahida Chandrasinh Hamirbhai ,Gujarat,Junagadh,M,50,RPI(A),1313064,57.88,0.14,1064
569,1831,Bhut Ashokbhai Bhimjibhai ,Gujarat,Junagadh,M,56,RSP(S),1313064,57.88,0.12,912
570,1832,Poonamben Veljibhai Jat ,Gujarat,Kachchh,F,37,BJP,1325616,42.55,50.58,285296
571,1833,Valjibhai Punamchandra Danicha ,Gujarat,Kachchh,M,62,INC,1325616,42.55,37.94,214000
572,1834,Hiraben Dalpatbhai Vanzara ,Gujarat,Kachchh,F,38,IND,1325616,42.55,2.82,15906
573,1835,Nanji Bhanjibhai Saresa ,Gujarat,Kachchh,M,55,IND,1325616,42.55,1.91,10773
574,1836,Mohanbhai Ladhabhai Namori ,Gujarat,Kachchh,M,55,BSP,1325616,42.55,1.69,9532
575,1837,Munshi Bhuralal Khimjibhai ,Gujarat,Kachchh,M,46,IND,1325616,42.55,1.35,7614
576,1838,Dhanjibhai Karshanbhai Maheshwari ,Gujarat,Kachchh,M,38,IND,1325616,42.55,0.73,4117
577,1839,Lilbai Jivanbhai Mangaliya ,Gujarat,Kachchh,F,28,IND,1325616,42.55,0.64,3609
578,1840,Gangji Dayabhai Maheshwari ,Gujarat,Kachchh,M,29,IND,1325616,42.55,0.42,2369
579,1841,Govind Jivabhai Dafada ,Gujarat,Kachchh,M,27,IND,1325616,42.55,0.29,1635
580,1842,Motilal Devjibha Chauhan ,Gujarat,Kachchh,M,54,LPSP,1325616,42.55,0.28,1579
581,1843,Ramesh Gangji Badiya ,Gujarat,Kachchh,M,26,RKSP,1325616,42.55,0.27,1522
582,1844,Kanji Abhabhai Maheshwari ,Gujarat,Kachchh,M,59,IND,1325616,42.55,0.25,1410
583,1845,Asmal Thakarshi Garva ,Gujarat,Kachchh,M,58,IND,1325616,42.55,0.22,1240
584,1846,Dr. Tina Maganbhai Parmar ,Gujarat,Kachchh,F,26,BNJD,1325616,42.55,0.22,1240
585,1847,Dungariya Bharmalbhai Naranbhai ,Gujarat,Kachchh,M,51,SP,1325616,42.55,0.21,1184
586,1848,Mukeshbhai Mandanbhai Parmar ,Gujarat,Kachchh,M,27,IJP,1325616,42.55,0.19,1071
587,1858,Patel Jayshreeben Kanubhai ,Gujarat,Mahesana,F,50,BJP,1393970,49.68,48.32,334627
588,1859,Jivabhai Ambalal Patel ,Gujarat,Mahesana,M,70,INC,1393970,49.68,45.14,312605
589,1860,Laljibhai Keshavlal Patel ,Gujarat,Mahesana,M,47,IND,1393970,49.68,1.74,12049
590,1861,Vanrajsinh Jamsingh Zala ,Gujarat,Mahesana,M,27,BSP,1393970,49.68,1.31,9072
591,1862,Jivrambhai Hirdas Patel ,Gujarat,Mahesana,M,67,IND,1393970,49.68,0.99,6855
592,1863,Amarsinh Ramsinh (Babuji) Thakor ,Gujarat,Mahesana,M,40,MJP,1393970,49.68,0.75,5193
593,1864,Manojkumar Bechardas Patel ,Gujarat,Mahesana,M,58,IND,1393970,49.68,0.69,4778
594,1865,Kokilaben Manubhai Nayee ,Gujarat,Mahesana,F,39,IND,1393970,49.68,0.38,2631
595,1866,Ramanji Shivaji Thakor ,Gujarat,Mahesana,M,56,IND,1393970,49.68,0.21,1454
596,1867,"Dr. P. C. Patel M.B.B.S., M.D. ",Gujarat,Mahesana,M,50,BRP,1393970,49.68,0.2,1385
597,1868,Babubhai Ishwarbhai Prajapati ,Gujarat,Mahesana,M,52,VHS,1393970,49.68,0.14,969
598,1869,Shankarji Badarji Chavda ,Gujarat,Mahesana,M,55,IND,1393970,49.68,0.13,900
599,1870,C. R. Patil ,Gujarat,Navsari,M,54,BJP,1623415,46.66,55.89,423358
600,1871,Dhansukha Rajput ,Gujarat,Navsari,M,51,INC,1623415,46.66,38.38,290722
601,1872,Satyajit Jayantilal Sheth ,Gujarat,Navsari,M,41,IND,1623415,46.66,1.69,12801
602,1873,Shaileshbhai Bisheswar Shrivastav ,Gujarat,Navsari,M,37,BSP,1623415,46.66,0.97,7347
603,1874,Naik Yogeshkumar Thakorbhai ,Gujarat,Navsari,M,54,NCP,1623415,46.66,0.91,6893
604,1875,Varankar Kamalben Kashiram ,Gujarat,Navsari,F,50,IND,1623415,46.66,0.44,3332
605,1876,Yadav Gangaprasad Lalanbhai ,Gujarat,Navsari,M,55,MJP,1623415,46.66,0.36,2726
606,1877,Shatrudhandas Omkardas Sugat (Bairagi) ,Gujarat,Navsari,M,78,IND,1623415,46.66,0.32,2423
607,1878,Patel Pravinchandra Manilal ,Gujarat,Navsari,M,52,IND,1623415,46.66,0.2,1514
608,1879,Aazadkumar Chaturbhai Patel ,Gujarat,Navsari,M,33,SVPP,1623415,46.66,0.19,1439
609,1880,Rathod Govindbhai Laxmanbhai (Rikshawala) ,Gujarat,Navsari,M,52,IND,1623415,46.66,0.18,1363
610,1881,Kanubhai Devjibhai Sukhadia ,Gujarat,Navsari,M,47,IND,1623415,46.66,0.18,1363
611,1882,Tarunbhai Champakbhai Patel ,Gujarat,Navsari,M,39,IND,1623415,46.66,0.16,1211
612,1883,Jashavantbhai Dalpatbhai Panchal (Advocate) ,Gujarat,Navsari,M,48,IND,1623415,46.66,0.13,984
613,1884,Chauhan Prabhatsinh Pratapsinh ,Gujarat,Panchmahal,M,67,BJP,1423385,42.62,46.5,282090
614,1885,Vaghela Shankersinh Laxmansinh ,Gujarat,Panchmahal,M,68,INC,1423385,42.62,46.15,279967
615,1886,Shaikh Kalim A.Latif ,Gujarat,Panchmahal,M,42,LJP,1423385,42.62,3.89,23598
616,1887,Barot Prakashkumar Maneklal ,Gujarat,Panchmahal,M,53,BSP,1423385,42.62,1.75,10616
617,1888,Mansuri Mukhtyar Mohamad ,Gujarat,Panchmahal,M,49,ABMSD,1423385,42.62,1.7,10312
618,1939,Chauhan Mahendrasinh ,Gujarat,Sabarkantha,M,55,BJP,1452240,49.41,47.02,337392
619,1940,Madhusudan Mistry ,Gujarat,Sabarkantha,M,63,INC,1452240,49.41,44.63,320243
620,1941,Chhaganbhai Kevalabhai Solanki ,Gujarat,Sabarkantha,M,63,IND,1452240,49.41,3.92,28128
621,1942,Sabirmiya Amirmiya Rathod ,Gujarat,Sabarkantha,M,51,IND,1452240,49.41,1.32,9471
622,1943,Vikramsinh Laxmansinh Ramlavat ,Gujarat,Sabarkantha,M,31,BSP,1452240,49.41,1.15,8251
623,1944,Balkrushn Trivedi ,Gujarat,Sabarkantha,M,71,IND,1452240,49.41,0.44,3157
624,1945,Danabhai Becharbhai Patel ,Gujarat,Sabarkantha,M,65,IND,1452240,49.41,0.43,3085
625,1946,Kantibhai Khushalbhai Patel ,Gujarat,Sabarkantha,M,72,IND,1452240,49.41,0.31,2224
626,1947,Mahendrasinh Padamsinh Chauhan ,Gujarat,Sabarkantha,M,36,IND,1452240,49.41,0.25,1793
627,1948,Kadari Molana Riyaz ,Gujarat,Sabarkantha,M,46,SP,1452240,49.41,0.22,1578
628,1949,Dashrath Sinhali ,Gujarat,Sabarkantha,M,55,CPI(ML)(L),1452240,49.41,0.16,1148
629,1950,Minaba Dipsinh Parmar ,Gujarat,Sabarkantha,F,32,IJP,1452240,49.41,0.15,1076
630,1951,Shrimati Darshana Vikram Jardosh ,Gujarat,Surat,F,48,BJP,1420969,48.97,52.45,364972
631,1952,Gajera Dhirubhai Haribhai ,Gujarat,Surat,M,58,INC,1420969,48.97,41.7,290168
632,1953,Fakirbhai Chauhan ,Gujarat,Surat,M,70,MJP,1420969,48.97,2.23,15517
633,1954,Ajaykumar Dineshbhai Patel ,Gujarat,Surat,M,33,BSP,1420969,48.97,0.7,4870
634,1955,Mohammad Aiyub Abdul Raheman Shaikh ,Gujarat,Surat,M,40,IND,1420969,48.97,0.67,4662
635,1956,Prajapati Mukeshbhai Ambaliya ,Gujarat,Surat,M,32,LPSP,1420969,48.97,0.6,4175
636,1957,Makvana Anandbhai Keshavbhai (Koli) ,Gujarat,Surat,M,31,IND,1420969,48.97,0.36,2505
637,1958,Patel Kanubhai Haribhai ,Gujarat,Surat,M,48,LSWP,1420969,48.97,0.34,2365
638,1959,Prof. Bajpai Rakesh R. ,Gujarat,Surat,M,37,IND,1420969,48.97,0.28,1948
639,1960,Patel Savitaben Chhaganbhai ,Gujarat,Surat,F,51,IND,1420969,48.97,0.21,1461
640,1961,Pyarelal Bharti ,Gujarat,Surat,M,42,IND,1420969,48.97,0.11,765
641,1962,Shashikant Kapure ,Gujarat,Surat,M,32,RPIE,1420969,48.97,0.11,765
642,1963,Sureshbhai Chhaganbhai Chotaliya ,Gujarat,Surat,M,37,RKSP,1420969,48.97,0.09,626
643,1964,Bathvar Nareshbhai Nanjibhai ,Gujarat,Surat,M,53,RPI(A),1420969,48.97,0.08,556
644,1965,Nagmal Prabhakarbhai Somabhai ,Gujarat,Surat,M,50,IND,1420969,48.97,0.07,487
645,1986,Balkrishna Khanderao Shukla (Balu Shukla) ,Gujarat,Vadodara,M,45,BJP,1524038,49.02,57.4,428825
646,1987,Gaekwad Satyajitsinh Dulipsinh ,Gujarat,Vadodara,M,46,INC,1524038,49.02,39.19,292781
647,1988,Vasava Harilal Shanabhai ,Gujarat,Vadodara,M,46,IND,1524038,49.02,1.32,9861
648,1989,Purohit Vinaykumar Ramanbhai ,Gujarat,Vadodara,M,36,BSP,1524038,49.02,0.82,6126
649,1990,Girishbhai Madhavlal Bhavsar ,Gujarat,Vadodara,M,42,IND,1524038,49.02,0.55,4108
650,1991,Tapan Dasgupta (Tapanbhai) ,Gujarat,Vadodara,M,45,IND,1524038,49.02,0.39,2913
651,1992,Thavardas Amulrai Choithani ,Gujarat,Vadodara,M,63,IND,1524038,49.02,0.32,2390
652,2210,Anurag Singh Thakur ,Himachal Pradesh,Hamirpur,M,34,BJP,1187377,58.85,53.47,373633
653,2211,Narinder Thakur ,Himachal Pradesh,Hamirpur,M,51,INC,1187377,58.85,43.06,300890
654,2212,Mangat Ram Sharma ,Himachal Pradesh,Hamirpur,M,44,BSP,1187377,58.85,1.69,11809
655,2213,Sandeep Sharma ,Himachal Pradesh,Hamirpur,M,37,IND,1187377,58.85,0.89,6219
656,2214,Dr. Rajender Sharma ,Himachal Pradesh,Hamirpur,M,64,IND,1187377,58.85,0.37,2585
657,2215,Pankaj Kumar Katna ,Himachal Pradesh,Hamirpur,M,31,SHS,1187377,58.85,0.18,1257
658,2216,Raj Kumar ,Himachal Pradesh,Hamirpur,M,44,RWS,1187377,58.85,0.17,1187
659,2217,Malkiat Singh ,Himachal Pradesh,Hamirpur,M,54,RRD,1187377,58.85,0.17,1187
660,6909,Vijay Bahadur Singh ,Uttar Pradesh,Hamirpur,M,65,BSP,1498840,48.4,27.45,199132
661,6910,Siddha Gopal Sahu ,Uttar Pradesh,Hamirpur,M,43,INC,1498840,48.4,23.93,173597
662,6911,Ashok Kumar Singh Chandel ,Uttar Pradesh,Hamirpur,M,49,SP,1498840,48.4,22.87,165907
663,6912,"Preetam Singh Lodhi ""Kissan"" ",Uttar Pradesh,Hamirpur,M,39,BJP,1498840,48.4,19.12,138703
664,6913,Lallu Prasad ,Uttar Pradesh,Hamirpur,M,38,IND,1498840,48.4,1.28,9285
665,6914,Hakeem Khan ,Uttar Pradesh,Hamirpur,M,56,BAP,1498840,48.4,1.05,7617
666,6915,Anil Kumar ,Uttar Pradesh,Hamirpur,M,30,ASP,1498840,48.4,0.85,6166
667,6916,Parmeshwar Dayal ,Uttar Pradesh,Hamirpur,M,60,IND,1498840,48.4,0.61,4425
668,6917,Lalla ,Uttar Pradesh,Hamirpur,M,46,IND,1498840,48.4,0.55,3989
669,6918,Neeraj Kumar Nirala ,Uttar Pradesh,Hamirpur,M,28,IND,1498840,48.4,0.49,3554
670,6919,Amit Kumar ,Uttar Pradesh,Hamirpur,M,28,AD,1498840,48.4,0.41,2974
671,6920,Desh Raj ,Uttar Pradesh,Hamirpur,M,45,IND,1498840,48.4,0.33,2393
672,6921,Shivprasad Prajapati ,Uttar Pradesh,Hamirpur,M,33,IJP,1498840,48.4,0.32,2321
673,6922,Kanti ,Uttar Pradesh,Hamirpur,F,43,LD,1498840,48.4,0.26,1886
674,6923,Girdharilal ,Uttar Pradesh,Hamirpur,M,70,NELU,1498840,48.4,0.25,1813
675,6924,Kapil Kumar ,Uttar Pradesh,Hamirpur,M,30,NLHP,1498840,48.4,0.23,1668
676,2218,Dr. Rajan Sushant ,Himachal Pradesh,Kangra,M,53,BJP,1200165,55.15,48.69,322274
677,2219,Chander Kumar ,Himachal Pradesh,Kangra,M,65,INC,1200165,55.15,45.55,301491
678,2220,Narinder Singh Pathania ,Himachal Pradesh,Kangra,M,56,BSP,1200165,55.15,1.93,12774
679,2221,Roshan Lal ,Himachal Pradesh,Kangra,M,55,IND,1200165,55.15,1.25,8273
680,2222,Keshab ,Himachal Pradesh,Kangra,M,53,LJP,1200165,55.15,1.17,7744
681,2223,Dhani Ram ,Himachal Pradesh,Kangra,M,73,IND,1200165,55.15,0.44,2912
682,2224,Partap Singh ,Himachal Pradesh,Kangra,M,59,IND,1200165,55.15,0.38,2515
683,2225,Nirmla Sharma ,Himachal Pradesh,Kangra,F,54,RWS,1200165,55.15,0.2,1323
684,2226,Joginder Singh ,Himachal Pradesh,Kangra,M,46,SHS,1200165,55.15,0.2,1323
685,2227,Kapil Kumar Chaudhary ,Himachal Pradesh,Kangra,M,28,IND,1200165,55.15,0.19,1257
686,2234,Virender Kashyap ,Himachal Pradesh,Shimla,M,58,BJP,1106608,55.73,50.42,310946
687,2235,Dhani Ram Shandil ,Himachal Pradesh,Shimla,M,68,INC,1106608,55.73,45.99,283626
688,2236,Som Nath ,Himachal Pradesh,Shimla,M,51,BSP,1106608,55.73,1.32,8140
689,2237,Shurveer Singh ,Himachal Pradesh,Shimla,M,28,IND,1106608,55.73,1.01,6228
690,2238,Roop Ram ,Himachal Pradesh,Shimla,M,51,IND,1106608,55.73,0.57,3515
691,2239,Gurnam Singh Chandel ,Himachal Pradesh,Shimla,M,36,SP,1106608,55.73,0.34,2096
692,2240,Brij Lal ,Himachal Pradesh,Shimla,M,30,SHS,1106608,55.73,0.34,2096
693,2333,Pashupati Nath Singh ,Jharkhand,Dhanbad,M,60,BJP,1795862,45.3,32.03,260572
694,2334,Chandrashekhar Dubey ,Jharkhand,Dhanbad,M,66,INC,1795862,45.3,24.89,202486
695,2335,Samaresh Singh ,Jharkhand,Dhanbad,M,68,BSP,1795862,45.3,16.28,132441
696,2336,A.K. Roy ,Jharkhand,Dhanbad,M,72,MCO,1795862,45.3,10.51,85501
697,2337,Virendra Pradhan ,Jharkhand,Dhanbad,M,44,LJP,1795862,45.3,3.2,26032
698,2338,Phul Chand Mandal ,Jharkhand,Dhanbad,M,66,JVM,1795862,45.3,2.89,23510
699,2339,Haffizuddin Ansari ,Jharkhand,Dhanbad,M,51,SP,1795862,45.3,1.99,16189
700,2340,Abdul Mustafa ,Jharkhand,Dhanbad,M,32,IND,1795862,45.3,1.04,8460
701,2341,Videshi Mahato ,Jharkhand,Dhanbad,M,54,JVD,1795862,45.3,0.89,7240
702,2342,Janardan Pandey ,Jharkhand,Dhanbad,M,56,AIFB,1795862,45.3,0.65,5287
703,2343,Indu Singh ,Jharkhand,Dhanbad,F,32,SAP,1795862,45.3,0.55,4474
704,2344,Sushil Kumar Singh ,Jharkhand,Dhanbad,M,57,IND,1795862,45.3,0.48,3904
705,2345,Din Bandhu Singh ,Jharkhand,Dhanbad,M,56,SLP(L),1795862,45.3,0.42,3416
706,2346,M.K.Mandal ,Jharkhand,Dhanbad,M,62,AMB,1795862,45.3,0.39,3172
707,2347,Kartik Mahato ,Jharkhand,Dhanbad,M,44,IND,1795862,45.3,0.37,3010
708,2348,Bama Pada Bauri ,Jharkhand,Dhanbad,M,35,IND,1795862,45.3,0.32,2603
709,2349,Sadhusharan Gope ,Jharkhand,Dhanbad,M,46,IND,1795862,45.3,0.31,2521
710,2350,Md. Sultan ,Jharkhand,Dhanbad,M,57,JKP,1795862,45.3,0.29,2359
711,2351,Manoj Gandhi ,Jharkhand,Dhanbad,M,29,IND,1795862,45.3,0.28,2277
712,2352,Pawan Kumar Jha ,Jharkhand,Dhanbad,M,28,JD(S),1795862,45.3,0.25,2033
713,2353,Sunil Kumar ,Jharkhand,Dhanbad,M,38,IJP,1795862,45.3,0.24,1952
714,2354,Jairam Singh ,Jharkhand,Dhanbad,M,31,IND,1795862,45.3,0.23,1871
715,2355,Jai Prakash Singh ,Jharkhand,Dhanbad,M,39,IND,1795862,45.3,0.23,1871
716,2356,Shankar Rawani ,Jharkhand,Dhanbad,M,42,IND,1795862,45.3,0.21,1708
717,2357,Ravi Ranjan Sinha ,Jharkhand,Dhanbad,M,34,IND,1795862,45.3,0.19,1545
718,2358,Manoj Pandey ,Jharkhand,Dhanbad,M,29,IND,1795862,45.3,0.18,1464
719,2359,Phul Chand Mahato ,Jharkhand,Dhanbad,M,40,IND,1795862,45.3,0.15,1220
720,2360,Salim Khan ,Jharkhand,Dhanbad,M,42,IND,1795862,45.3,0.13,1057
721,2361,Manilal Mahato ,Jharkhand,Dhanbad,M,27,IND,1795862,45.3,0.12,976
722,2362,Jitendra Kumar Singh ,Jharkhand,Dhanbad,M,36,IND,1795862,45.3,0.11,894
723,2363,Madhusudan Rajhans ,Jharkhand,Dhanbad,M,44,IND,1795862,45.3,0.1,813
724,2364,Munsi Hembram ,Jharkhand,Dhanbad,M,56,IND,1795862,45.3,0.09,732
725,2384,Ravindra Kumar Pandey ,Jharkhand,Giridih,M,50,BJP,1346487,45.99,37.7,233457
726,2385,Teklal Mahto ,Jharkhand,Giridih,M,57,JMM,1346487,45.99,22.4,138711
727,2386,Saba Ahmad ,Jharkhand,Giridih,M,62,JVM,1346487,45.99,20.47,126760
728,2387,Aklu Ram Mahto ,Jharkhand,Giridih,M,65,CPI,1346487,45.99,4.46,27618
729,2388,Indra Dev Mahto ,Jharkhand,Giridih,M,45,IND,1346487,45.99,3.36,20806
730,2389,Bijay Singh ,Jharkhand,Giridih,M,48,BSP,1346487,45.99,2.88,17834
731,2390,Md. Himayun Ansari ,Jharkhand,Giridih,M,72,RJD,1346487,45.99,1.73,10713
732,2391,Laloo Kewat ,Jharkhand,Giridih,M,46,IND,1346487,45.99,1.68,10403
733,2392,Shiva Mahto ,Jharkhand,Giridih,M,75,MCO,1346487,45.99,0.97,6006
734,2393,Mrinal Kanti Dev ,Jharkhand,Giridih,M,61,SLP(L),1346487,45.99,0.68,4210
735,2394,Masoom Raja Ansari ,Jharkhand,Giridih,M,27,IND,1346487,45.99,0.65,4025
736,2395,Umesh Rishi ,Jharkhand,Giridih,M,43,IND,1346487,45.99,0.61,3777
737,2396,Buddhi Nath Tiwary ,Jharkhand,Giridih,M,41,IND,1346487,45.99,0.53,3282
738,2397,Ravinder Mahto ,Jharkhand,Giridih,M,43,JKP(N),1346487,45.99,0.51,3158
739,2398,Shankar Rajak ,Jharkhand,Giridih,M,38,IND,1346487,45.99,0.5,3096
740,2399,Mahavir Prasad ,Jharkhand,Giridih,M,36,IND,1346487,45.99,0.46,2848
741,2400,Nand Kishor Prasad ,Jharkhand,Giridih,M,64,IND,1346487,45.99,0.4,2476
742,2401,Nishikant Dubey ,Jharkhand,Godda,M,37,BJP,1412253,56.48,23.76,189519
743,2402,Furkan Ansari ,Jharkhand,Godda,M,61,INC,1412253,56.48,22.96,183138
744,2403,Pradeep Yadav ,Jharkhand,Godda,M,42,JVM,1412253,56.48,22.18,176916
745,2404,Durga Soren ,Jharkhand,Godda,M,39,JMM,1412253,56.48,9.92,79125
746,2405,Raj Narayan Khawade ,Jharkhand,Godda,M,42,AJSUP,1412253,56.48,5.25,41876
747,2406,Suraj Mandal ,Jharkhand,Godda,M,61,JVD,1412253,56.48,2.79,22254
748,2407,Iqbal Durrani ,Jharkhand,Godda,M,50,BSP,1412253,56.48,2.32,18505
749,2408,Ashok Sharma ,Jharkhand,Godda,M,39,JKP,1412253,56.48,1.4,11166
750,2409,Sanjeev Kumar ,Jharkhand,Godda,M,27,IND,1412253,56.48,1.32,10528
751,2410,Niranjan Prasad Yadav ,Jharkhand,Godda,M,33,RWS,1412253,56.48,1.05,8375
752,2411,Santosh Kumar Ray ,Jharkhand,Godda,M,26,AITC,1412253,56.48,0.93,7418
753,2412,Binod Meharia ,Jharkhand,Godda,M,56,BSA,1412253,56.48,0.68,5423
754,2413,Geeta Mandal ,Jharkhand,Godda,F,39,CPI(ML)(L),1412253,56.48,0.65,5184
755,2414,Jayswal Manjhi ,Jharkhand,Godda,M,38,IND,1412253,56.48,0.65,5184
756,2415,Jawahar Lal Yadav ,Jharkhand,Godda,M,31,LJP,1412253,56.48,0.64,5104
757,2416,Pradeep Yadav ,Jharkhand,Godda,M,25,SAP,1412253,56.48,0.61,4865
758,2417,Nandlal Yadav ,Jharkhand,Godda,M,39,SP,1412253,56.48,0.61,4865
759,2418,Govind Lal Marandi ,Jharkhand,Godda,M,39,RSP,1412253,56.48,0.52,4147
760,2419,Manoj Kumar Mandal ,Jharkhand,Godda,M,35,IND,1412253,56.48,0.45,3589
761,2420,Mithilesh Paswan ,Jharkhand,Godda,M,38,IND,1412253,56.48,0.37,2951
